node,book,chapter,verse,lang,lex,stem,tense,func,pdp,word_order,pred
174759,2_Samuel,22,48,Hebrew,NTN,qal,ptca,PreC,verb,V,
174763,2_Samuel,22,48,Hebrew,JRD,hif,ptca,PreC,verb,V,
174769,2_Samuel,22,49,Hebrew,>JB,qal,ptca,Cmpl,subs,,
174772,2_Samuel,22,49,Hebrew,QWM,qal,ptca,Cmpl,subs,,
174793,2_Samuel,22,51,Hebrew,<FH,qal,ptca,PreC,verb,V,
174847,2_Samuel,23,3,Hebrew,MCL,qal,ptca,PreC,verb,V,
174877,2_Samuel,23,5,Hebrew,<RK,qal,ptcp,PreC,verb,V,
174882,2_Samuel,23,5,Hebrew,CMR,qal,ptcp,PreC,verb,V,
174928,2_Samuel,23,8,Hebrew,JCB,qal,ptca,PreC,verb,V,
175027,2_Samuel,23,11,Hebrew,ML>,qal,ptca,PreC,verb,V,
175072,2_Samuel,23,13,Hebrew,XNH,qal,ptca,PreC,verb,SV,
175149,2_Samuel,23,17,Hebrew,HLK,qal,ptca,PreC,verb,V,
175499,2_Samuel,24,3,Hebrew,R>H,qal,ptca,PreC,verb,SV,
175633,2_Samuel,24,9,Hebrew,CLP,qal,ptca,PreC,verb,V,
175701,2_Samuel,24,12,Hebrew,NVL,qal,ptca,PreC,verb,SV,
175753,2_Samuel,24,13,Hebrew,CLX,qal,ptca,Cmpl,subs,,CWB
175824,2_Samuel,24,16,Hebrew,CXT,hif,ptca,PreC,verb,V,
175853,2_Samuel,24,17,Hebrew,NKH,hif,ptca,PreC,verb,V,
175923,2_Samuel,24,20,Hebrew,<BR,qal,ptca,PreC,verb,V,
176116,1_Kings,1,2,Hebrew,SKN,qal,ptca,PreC,subs,V,HJH
176158,1_Kings,1,4,Hebrew,SKN,qal,ptca,PreC,subs,V,HJH
176170,1_Kings,1,5,Hebrew,NF>,hit,ptca,PreC,verb,SV,
176184,1_Kings,1,5,Hebrew,RWY,qal,ptca,PreC,verb,V,
176373,1_Kings,1,14,Hebrew,DBR,piel,ptca,PreC,verb,V,
176403,1_Kings,1,15,Hebrew,CRT,piel,ptca,PreC,verb,SV,
176526,1_Kings,1,22,Hebrew,DBR,piel,ptca,PreC,verb,V,
176608,1_Kings,1,25,Hebrew,>KL,qal,ptca,PreC,verb,V,
176610,1_Kings,1,25,Hebrew,CTH,qal,ptca,PreC,verb,V,
176963,1_Kings,1,40,Hebrew,XLL==,piel,ptca,PreC,verb,SV,
176967,1_Kings,1,40,Hebrew,FMX,qal,ptca,PreC,verb,V,
176982,1_Kings,1,41,Hebrew,QR>,qal,ptcp,Subj,subs,S,CM<
177003,1_Kings,1,41,Hebrew,HMH,qal,ptca,PreC,verb,SV,
177005,1_Kings,1,42,Hebrew,DBR,piel,ptca,PreC,verb,V,
177148,1_Kings,1,48,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
177156,1_Kings,1,48,Hebrew,JCB,qal,ptca,PreC,verb,V,
177161,1_Kings,1,48,Hebrew,R>H,qal,ptca,PreC,verb,SV,
177168,1_Kings,1,49,Hebrew,QR>,qal,ptcp,Subj,subs,S,QWM
177290,1_Kings,2,2,Hebrew,HLK,qal,ptca,PreC,verb,SV,
177322,1_Kings,2,3,Hebrew,KTB,qal,ptcp,PreC,verb,V,
177448,1_Kings,2,7,Hebrew,>KL,qal,ptca,PreC,subs,V,HJH
177475,1_Kings,2,8,Hebrew,MRY,nif,ptca,Objc,adjv,S,
177624,1_Kings,2,16,Hebrew,C>L,qal,ptca,PreC,verb,SV,
177709,1_Kings,2,20,Hebrew,C>L,qal,ptca,PreC,verb,SV,
177752,1_Kings,2,22,Hebrew,C>L,qal,ptca,PreC,verb,SV,
178371,1_Kings,2,45,Hebrew,KWN,nif,ptca,PreC,adjv,SV,HJH
178434,1_Kings,3,2,Hebrew,ZBX,piel,ptca,PreC,verb,SV,
178466,1_Kings,3,3,Hebrew,ZBX,piel,ptca,PreC,verb,SV,
178468,1_Kings,3,3,Hebrew,QVR,hif,ptca,PreC,verb,V,
178549,1_Kings,3,6,Hebrew,JCB,qal,ptca,PreC,verb,V,
178599,1_Kings,3,9,Hebrew,CM<,qal,ptca,Objc,adjv,,NTN
178663,1_Kings,3,11,Hebrew,>JB,qal,ptca,Objc,subs,,C>L
178681,1_Kings,3,12,Hebrew,BJN,nif,ptca,Objc,adjv,,NTN
178765,1_Kings,3,16,Hebrew,ZNH,qal,ptca,Subj,subs,S,BW>
178787,1_Kings,3,17,Hebrew,JCB,qal,ptca,PreC,verb,SV,
178862,1_Kings,3,20,Hebrew,MWT,qal,ptca,Objc,adjv,,CKB
178908,1_Kings,3,22,Hebrew,>MR,qal,ptca,PreC,verb,SV,
178929,1_Kings,3,23,Hebrew,>MR,qal,ptca,PreC,verb,SV,
178940,1_Kings,3,23,Hebrew,>MR,qal,ptca,PreC,verb,SV,
179014,1_Kings,3,26,Hebrew,JLD,qal,ptcp,Objc,subs,,NTN
179023,1_Kings,3,26,Hebrew,>MR,qal,ptca,PreC,verb,SV,
179041,1_Kings,3,27,Hebrew,JLD,qal,ptcp,Objc,subs,,NTN
179152,1_Kings,4,7,Hebrew,NYB,nif,ptca,PreC,verb,V,
179339,1_Kings,4,20,Hebrew,>KL,qal,ptca,PreC,verb,V,
179341,1_Kings,4,20,Hebrew,CTH,qal,ptca,PreC,verb,V,
179347,1_Kings,5,1,Hebrew,MCL,qal,ptca,PreC,verb,V,
179361,1_Kings,5,1,Hebrew,NGC,hif,ptca,PreC,verb,V,
179364,1_Kings,5,1,Hebrew,<BD,qal,ptca,PreC,verb,V,
179407,1_Kings,5,4,Hebrew,RDH,qal,ptca,PreC,verb,SV,
179473,1_Kings,5,7,Hebrew,NYB,nif,ptca,Subj,subs,S,KWL
179607,1_Kings,5,13,Hebrew,JY>,qal,ptca,PreC,verb,V,
179668,1_Kings,5,15,Hebrew,>HB,qal,ptca,PreC,verb,V,
179727,1_Kings,5,19,Hebrew,>MR,qal,ptca,PreC,verb,V,
179787,1_Kings,5,20,Hebrew,JD<,qal,ptca,PreC,verb,V,
179885,1_Kings,5,24,Hebrew,NTN,qal,ptca,PreC,verb,SV,
179987,1_Kings,5,29,Hebrew,NF>,qal,ptca,PreC,verb,V,
179992,1_Kings,5,29,Hebrew,XYB,qal,ptca,PreC,verb,V,
180014,1_Kings,5,30,Hebrew,RDH,qal,ptca,PreC,verb,V,
180019,1_Kings,5,30,Hebrew,<FH,qal,ptca,PreC,verb,V,
180041,1_Kings,5,32,Hebrew,BNH,qal,ptca,Subj,subs,S,PSL
180044,1_Kings,5,32,Hebrew,BNH,qal,ptca,Subj,subs,S,PSL
180152,1_Kings,6,4,Hebrew,>VM,qal,ptcp,Objc,adjv,,<FH
180455,1_Kings,6,18,Hebrew,R>H,nif,ptca,PreC,verb,SV,
180641,1_Kings,6,27,Hebrew,NG<,qal,ptca,PreC,verb,SV,
180653,1_Kings,6,27,Hebrew,NG<,qal,ptca,PreC,verb,SV,
180677,1_Kings,6,29,Hebrew,PVR,qal,ptcp,Objc,adjv,,QL<=
180725,1_Kings,6,32,Hebrew,PVR,qal,ptcp,Objc,adjv,,QL<=
180781,1_Kings,6,35,Hebrew,PVR,qal,ptcp,Objc,adjv,,QL<=
180786,1_Kings,6,35,Hebrew,JCR,pual,ptcp,PreC,verb,V,
180789,1_Kings,6,35,Hebrew,XQH,pual,ptcp,Cmpl,subs,V,
180887,1_Kings,7,3,Hebrew,SPN,qal,ptcp,PreC,verb,V,
180924,1_Kings,7,5,Hebrew,RB<,qal,ptcp,PreC,verb,SV,
180968,1_Kings,7,7,Hebrew,SPN,qal,ptcp,PreC,verb,V,
181018,1_Kings,7,9,Hebrew,GRR,pual,ptcp,PreC,verb,V,
181111,1_Kings,7,14,Hebrew,XRC=,qal,ptca,PreC,verb,V,
181350,1_Kings,7,23,Hebrew,JYQ,hof,ptcp,PreC,verb,V,
181383,1_Kings,7,24,Hebrew,SBB,qal,ptca,PreC,verb,SV,
181389,1_Kings,7,24,Hebrew,NQP,hif,ptca,PreC,verb,V,
181398,1_Kings,7,24,Hebrew,JYQ,qal,ptcp,PreC,verb,SV,
181401,1_Kings,7,25,Hebrew,<MD,qal,ptca,PreC,verb,V,
181407,1_Kings,7,25,Hebrew,PNH,qal,ptca,PreC,verb,SV,
181411,1_Kings,7,25,Hebrew,PNH,qal,ptca,PreC,verb,SV,
181415,1_Kings,7,25,Hebrew,PNH,qal,ptca,PreC,verb,SV,
181419,1_Kings,7,25,Hebrew,PNH,qal,ptca,PreC,verb,SV,
181541,1_Kings,7,30,Hebrew,JYQ,qal,ptcp,PreC,verb,SV,
181575,1_Kings,7,31,Hebrew,RB<,pual,ptcp,PreC,verb,V,
181624,1_Kings,7,33,Hebrew,JYQ,hof,ptcp,PreC,verb,SV,
182164,1_Kings,8,5,Hebrew,J<D,nif,ptca,PreC,verb,V,
182171,1_Kings,8,5,Hebrew,ZBX,piel,ptca,PreC,verb,V,
182209,1_Kings,8,7,Hebrew,PRF,qal,ptca,PreC,verb,SV,
182354,1_Kings,8,14,Hebrew,<MD,qal,ptca,PreC,verb,SV,
182357,1_Kings,8,15,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
182454,1_Kings,8,19,Hebrew,JY>,qal,ptca,PreC,verb,V,
182549,1_Kings,8,23,Hebrew,CMR,qal,ptca,PreC,verb,V,
182558,1_Kings,8,23,Hebrew,HLK,qal,ptca,PreC,verb,V,
182610,1_Kings,8,25,Hebrew,JCB,qal,ptca,PreC,verb,V,
182688,1_Kings,8,28,Hebrew,PLL,hit,ptca,PreC,verb,SV,
182696,1_Kings,8,29,Hebrew,PTX,qal,ptcp,PreC,verb,SV,HJH
182811,1_Kings,8,33,Hebrew,>JB,qal,ptca,Cmpl,subs,S,NGP
182931,1_Kings,8,37,Hebrew,>JB,qal,ptca,Subj,subs,S,YRR
183048,1_Kings,8,42,Hebrew,NVH,qal,ptcp,Objc,adjv,,CM<
183107,1_Kings,8,44,Hebrew,>JB,qal,ptca,Cmpl,subs,S,JY>
183158,1_Kings,8,46,Hebrew,>JB,qal,ptca,Cmpl,subs,,
183161,1_Kings,8,46,Hebrew,CBH,qal,ptca,Objc,subs,,
183165,1_Kings,8,46,Hebrew,>JB,qal,ptca,Cmpl,subs,,
183186,1_Kings,8,47,Hebrew,CBH,qal,ptca,Loca,subs,,XNN
183205,1_Kings,8,48,Hebrew,>JB,qal,ptca,Loca,subs,,CWB
183263,1_Kings,8,50,Hebrew,CBH,qal,ptca,Cmpl,subs,,
183283,1_Kings,8,52,Hebrew,PTX,qal,ptcp,PreC,verb,SV,HJH
183355,1_Kings,8,54,Hebrew,PRF,qal,ptcp,PreC,verb,SV,
183370,1_Kings,8,56,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
183500,1_Kings,8,62,Hebrew,ZBX,qal,ptca,PreC,verb,SV,
183860,1_Kings,9,8,Hebrew,<BR,qal,ptca,PreC,verb,V,
184077,1_Kings,9,16,Hebrew,JCB,qal,ptca,PreC,verb,V,
184153,1_Kings,9,20,Hebrew,JTR,nif,ptca,PreC,verb,V,
184191,1_Kings,9,21,Hebrew,<BD,qal,ptca,Cmpl,subs,S,
184236,1_Kings,9,23,Hebrew,RDH,qal,ptca,PreC,verb,V,
184241,1_Kings,9,23,Hebrew,<FH,qal,ptca,PreC,verb,V,
184320,1_Kings,9,27,Hebrew,JD<,qal,ptca,Objc,subs,S,CLX
184348,1_Kings,10,1,Hebrew,CM<,qal,ptca,PreC,verb,SV,
184369,1_Kings,10,2,Hebrew,NF>,qal,ptca,PreC,verb,SV,
184401,1_Kings,10,3,Hebrew,<LM,nif,ptca,PreC,verb,SV,HJH
184430,1_Kings,10,5,Hebrew,CRT,piel,ptca,Objc,subs,S,R>H
184499,1_Kings,10,8,Hebrew,<MD,qal,ptca,PreC,verb,V,
184504,1_Kings,10,8,Hebrew,CM<,qal,ptca,PreC,verb,V,
184510,1_Kings,10,9,Hebrew,BRK,qal,ptcp,PreC,adjv,SV,HJH
184612,1_Kings,10,12,Hebrew,CJR,qal,ptca,Objc,subs,S,<FH
184705,1_Kings,10,16,Hebrew,CXV=,qal,ptcp,Objc,adjv,S,<FH
184748,1_Kings,10,18,Hebrew,PZZ=,hof,ptcp,Objc,adjv,,
184776,1_Kings,10,19,Hebrew,<MD,qal,ptca,PreC,verb,SV,
184784,1_Kings,10,20,Hebrew,<MD,qal,ptca,PreC,verb,SV,
184821,1_Kings,10,21,Hebrew,XCB,nif,ptca,PreC,verb,V,
184846,1_Kings,10,22,Hebrew,NF>,qal,ptca,PreC,verb,V,
184874,1_Kings,10,24,Hebrew,BQC,piel,ptca,PreC,verb,SV,
184889,1_Kings,10,25,Hebrew,BW>,hif,ptca,PreC,verb,SV,
184978,1_Kings,10,28,Hebrew,SXR,qal,ptca,Subj,subs,S,LQX
185159,1_Kings,11,8,Hebrew,QVR,hif,ptca,PreC,verb,V,
185161,1_Kings,11,8,Hebrew,ZBX,piel,ptca,PreC,verb,V,
185447,1_Kings,11,22,Hebrew,XSR,qal,ptca,PreC,verb,SV,
185451,1_Kings,11,22,Hebrew,BQC,piel,ptca,PreC,verb,V,
185616,1_Kings,11,29,Hebrew,KSH,hit,ptca,PreC,verb,SV,
185657,1_Kings,11,31,Hebrew,QR<,qal,ptca,PreC,verb,V,
185848,1_Kings,11,38,Hebrew,>MN,nif,ptca,Objc,adjv,,BNH
185908,1_Kings,11,41,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
186043,1_Kings,12,6,Hebrew,<MD,qal,ptca,PreC,verb,V,
186055,1_Kings,12,6,Hebrew,J<Y,nif,ptca,PreC,verb,SV,
186121,1_Kings,12,9,Hebrew,J<Y,nif,ptca,PreC,verb,SV,
186359,1_Kings,12,17,Hebrew,JCB,qal,ptca,PreC,verb,V,
186462,1_Kings,12,21,Hebrew,<FH,qal,ptca,PreC,verb,V,
186787,1_Kings,13,1,Hebrew,<MD,qal,ptca,PreC,verb,SV,
186810,1_Kings,13,2,Hebrew,JLD,nif,ptca,PreC,verb,SV,
186824,1_Kings,13,2,Hebrew,QVR,hif,ptca,PreC,verb,V,
187056,1_Kings,13,11,Hebrew,JCB,qal,ptca,PreC,verb,SV,
187138,1_Kings,13,14,Hebrew,JCB,qal,ptca,PreC,verb,V,
187258,1_Kings,13,20,Hebrew,JCB,qal,ptca,PreC,verb,SV,
187359,1_Kings,13,24,Hebrew,CLK,hof,ptcp,PreC,verb,V,
187366,1_Kings,13,24,Hebrew,<MD,qal,ptca,PreC,verb,SV,
187371,1_Kings,13,24,Hebrew,<MD,qal,ptca,PreC,verb,SV,
187378,1_Kings,13,25,Hebrew,<BR,qal,ptca,PreC,verb,SV,
187384,1_Kings,13,25,Hebrew,CLK,hof,ptcp,PreC,verb,V,
187392,1_Kings,13,25,Hebrew,<MD,qal,ptca,PreC,verb,V,
187408,1_Kings,13,25,Hebrew,JCB,qal,ptca,PreC,verb,SV,
187465,1_Kings,13,28,Hebrew,CLK,hof,ptcp,PreC,verb,V,
187474,1_Kings,13,28,Hebrew,<MD,qal,ptca,PreC,verb,SV,
187554,1_Kings,13,31,Hebrew,QBR,qal,ptcp,PreC,verb,SV,
187738,1_Kings,14,5,Hebrew,BW>,qal,ptca,PreC,verb,SV,
187747,1_Kings,14,5,Hebrew,XLH,qal,ptca,PreC,verb,VS,
187762,1_Kings,14,5,Hebrew,NKR,hit,ptca,PreC,verb,SV,
187771,1_Kings,14,6,Hebrew,BW>,qal,ptca,PreC,verb,V,
187783,1_Kings,14,6,Hebrew,NKR,hit,ptca,PreC,verb,SV,
187786,1_Kings,14,6,Hebrew,CLX,qal,ptcp,PreC,verb,SV,
187873,1_Kings,14,10,Hebrew,BW>,hif,ptca,PreC,verb,V,
187882,1_Kings,14,10,Hebrew,CTN,hif,ptca,PreC,verb,V,
187885,1_Kings,14,10,Hebrew,<YR,qal,ptcp,PreC,verb,V,
187887,1_Kings,14,10,Hebrew,<ZB,qal,ptcp,PreC,verb,V,
187903,1_Kings,14,11,Hebrew,MWT,qal,ptca,PreC,verb,V,
187914,1_Kings,14,11,Hebrew,MWT,qal,ptca,PreC,verb,V,
188029,1_Kings,14,15,Hebrew,K<S,hif,ptca,PreC,verb,V,
188057,1_Kings,14,17,Hebrew,BW>,qal,ptca,PreC,verb,SV,
188095,1_Kings,14,19,Hebrew,KTB,qal,ptcp,PreC,verb,V,
188283,1_Kings,14,27,Hebrew,RWY,qal,ptca,Cmpl,subs,,PQD
188285,1_Kings,14,27,Hebrew,CMR,qal,ptca,PreC,verb,V,
188301,1_Kings,14,28,Hebrew,RWY,qal,ptca,Subj,subs,S,
188307,1_Kings,14,28,Hebrew,RWY,qal,ptca,Cmpl,subs,,
188319,1_Kings,14,29,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
188477,1_Kings,15,7,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
188643,1_Kings,15,17,Hebrew,JY>,qal,ptca,Objc,subs,,NTN
188645,1_Kings,15,17,Hebrew,BW>,qal,ptca,Objc,subs,,NTN
188661,1_Kings,15,18,Hebrew,JTR,nif,ptca,PreC,verb,V,
188691,1_Kings,15,18,Hebrew,JCB,qal,ptca,PreC,verb,V,
188831,1_Kings,15,23,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
188926,1_Kings,15,27,Hebrew,YWR,qal,ptca,PreC,verb,SV,
188999,1_Kings,15,31,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
189098,1_Kings,16,3,Hebrew,B<R,hif,ptca,PreC,verb,V,
189114,1_Kings,16,4,Hebrew,MWT,qal,ptca,PreC,verb,V,
189125,1_Kings,16,4,Hebrew,MWT,qal,ptca,PreC,verb,V,
189146,1_Kings,16,5,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
189243,1_Kings,16,9,Hebrew,CTH,qal,ptca,PreC,verb,V,
189288,1_Kings,16,11,Hebrew,CTN,hif,ptca,PreC,verb,V,
189348,1_Kings,16,14,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
189376,1_Kings,16,15,Hebrew,XNH,qal,ptca,PreC,verb,SV,
189388,1_Kings,16,16,Hebrew,XNH,qal,ptca,PreC,verb,V,
189493,1_Kings,16,20,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
189651,1_Kings,16,27,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
189907,1_Kings,17,6,Hebrew,BW>,hif,ptca,PreC,verb,SV,
189982,1_Kings,17,10,Hebrew,QCC,piel,ptca,PreC,verb,V,
190040,1_Kings,17,12,Hebrew,QCC,piel,ptca,PreC,verb,V,
190212,1_Kings,17,19,Hebrew,JCB,qal,ptca,PreC,verb,SV,
190233,1_Kings,17,20,Hebrew,GWR,hit,ptca,PreC,verb,SV,
190374,1_Kings,18,3,Hebrew,JR>,qal,ptca,PreC,verb,SV,HJH
190500,1_Kings,18,9,Hebrew,NTN,qal,ptca,PreC,verb,SV,
190541,1_Kings,18,11,Hebrew,>MR,qal,ptca,PreC,verb,SV,
190575,1_Kings,18,12,Hebrew,JR>,qal,ptca,PreC,verb,SV,
190615,1_Kings,18,14,Hebrew,>MR,qal,ptca,PreC,verb,SV,
190719,1_Kings,18,19,Hebrew,>KL,qal,ptca,PreC,verb,V,
190750,1_Kings,18,21,Hebrew,PSX,qal,ptca,PreC,verb,SV,
191035,1_Kings,18,30,Hebrew,HRS,qal,ptcp,PreC,verb,V,
191337,1_Kings,18,44,Hebrew,<LH,qal,ptca,PreC,verb,SV,
191508,1_Kings,19,5,Hebrew,NG<,qal,ptca,PreC,verb,SV,
191643,1_Kings,19,11,Hebrew,<BR,qal,ptca,PreC,verb,SV,
191649,1_Kings,19,11,Hebrew,PRQ,piel,ptca,PreC,verb,V,
191652,1_Kings,19,11,Hebrew,CBR,piel,ptca,PreC,verb,V,
191794,1_Kings,19,17,Hebrew,MLV,nif,ptca,PreC,verb,V,
191802,1_Kings,19,17,Hebrew,MLV,nif,ptca,PreC,verb,V,
191843,1_Kings,19,19,Hebrew,XRC=,qal,ptca,PreC,verb,SV,
192071,1_Kings,20,7,Hebrew,BQC,piel,ptca,PreC,verb,SV,
192175,1_Kings,20,11,Hebrew,XGR,qal,ptca,PreC,verb,V,
192177,1_Kings,20,11,Hebrew,PTX,piel,ptca,PreC,verb,V,
192189,1_Kings,20,12,Hebrew,CTH,qal,ptca,PreC,verb,SV,
192298,1_Kings,20,16,Hebrew,CTH,qal,ptca,PreC,verb,SV,
192311,1_Kings,20,16,Hebrew,<ZR,qal,ptca,PreC,verb,V,
192428,1_Kings,20,22,Hebrew,<LH,qal,ptca,PreC,verb,SV,
192480,1_Kings,20,25,Hebrew,NPL,qal,ptca,PreC,verb,V,
192631,1_Kings,20,30,Hebrew,JTR,nif,ptca,Subj,subs,S,NWS
192647,1_Kings,20,30,Hebrew,JTR,nif,ptca,PreC,verb,V,
192816,1_Kings,20,36,Hebrew,HLK,qal,ptca,PreC,verb,V,
192871,1_Kings,20,39,Hebrew,<BR,qal,ptca,PreC,verb,SV,
192917,1_Kings,20,40,Hebrew,<FH,qal,ptca,PreC,verb,SV,
193112,1_Kings,21,5,Hebrew,>KL,qal,ptca,PreC,verb,V,
193196,1_Kings,21,8,Hebrew,JCB,qal,ptca,PreC,verb,V,
193258,1_Kings,21,11,Hebrew,KTB,qal,ptcp,PreC,verb,V,
193468,1_Kings,21,21,Hebrew,BW>,hif,ptca,PreC,verb,V,
193478,1_Kings,21,21,Hebrew,CTN,hif,ptca,PreC,verb,V,
193528,1_Kings,21,24,Hebrew,MWT,qal,ptca,PreC,verb,V,
193539,1_Kings,21,24,Hebrew,MWT,qal,ptca,PreC,verb,V,
193692,1_Kings,22,3,Hebrew,XCH,hif,ptca,PreC,verb,SV,
193847,1_Kings,22,10,Hebrew,JCB,qal,ptca,PreC,verb,SV,
193851,1_Kings,22,10,Hebrew,LBC,pual,ptcp,PreC,verb,V,
193862,1_Kings,22,10,Hebrew,NB>,hit,ptca,PreC,verb,SV,
193889,1_Kings,22,12,Hebrew,NB>,nif,ptca,PreC,verb,SV,
194011,1_Kings,22,17,Hebrew,PWY,nif,ptca,PreC,verb,V,
194061,1_Kings,22,19,Hebrew,JCB,qal,ptca,PreC,verb,V,
194069,1_Kings,22,19,Hebrew,<MD,qal,ptca,PreC,verb,SV,
194097,1_Kings,22,20,Hebrew,>MR,qal,ptca,PreC,verb,SV,
194185,1_Kings,22,25,Hebrew,R>H,qal,ptca,PreC,verb,V,
194408,1_Kings,22,35,Hebrew,<MD,hof,ptcp,PreC,verb,SV,HJH
194478,1_Kings,22,38,Hebrew,ZNH,qal,ptca,Objc,subs,,RXY
194508,1_Kings,22,39,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
194588,1_Kings,22,44,Hebrew,ZBX,piel,ptca,PreC,verb,SV,
194590,1_Kings,22,44,Hebrew,QVR,piel,ptca,PreC,verb,V,
194614,1_Kings,22,46,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
194828,2_Kings,1,3,Hebrew,HLK,qal,ptca,PreC,verb,SV,
194898,2_Kings,1,6,Hebrew,CLX,qal,ptca,PreC,verb,SV,
194946,2_Kings,1,8,Hebrew,>ZR,qal,ptcp,PreC,verb,SV,
194967,2_Kings,1,9,Hebrew,JCB,qal,ptca,PreC,verb,V,
195241,2_Kings,1,18,Hebrew,KTB,qal,ptcp,PreC,verb,SV,
195314,2_Kings,2,3,Hebrew,LQX,qal,ptca,PreC,verb,SV,
195369,2_Kings,2,5,Hebrew,LQX,qal,ptca,PreC,verb,SV,
195485,2_Kings,2,10,Hebrew,LQX,pasq,ptcp,PreC,verb,V,
195499,2_Kings,2,11,Hebrew,HLK,qal,ptca,PreC,verb,SV,
195524,2_Kings,2,12,Hebrew,R>H,qal,ptca,PreC,verb,SV,
195527,2_Kings,2,12,Hebrew,Y<Q,piel,ptca,PreC,verb,SV,
195685,2_Kings,2,18,Hebrew,JCB,qal,ptca,PreC,verb,SV,
195713,2_Kings,2,19,Hebrew,R>H,qal,ptca,PreC,verb,SV,
195721,2_Kings,2,19,Hebrew,CKL,piel,ptca,PreC,verb,SV,
195763,2_Kings,2,21,Hebrew,CKL,piel,ptca,Subj,subs,S,HJH
195785,2_Kings,2,23,Hebrew,<LH,qal,ptca,PreC,verb,SV,
196153,2_Kings,3,14,Hebrew,NF>,qal,ptca,PreC,verb,SV,
196164,2_Kings,3,15,Hebrew,NGN,piel,ptca,Objc,subs,,LQX
196170,2_Kings,3,15,Hebrew,NGN,piel,ptca,Subj,subs,S,NGN
196266,2_Kings,3,20,Hebrew,BW>,qal,ptca,PreC,verb,SV,
196417,2_Kings,3,26,Hebrew,CLP,qal,ptca,PreC,verb,V,
196479,2_Kings,4,1,Hebrew,JR>,qal,ptca,PreC,verb,SV,HJH
196484,2_Kings,4,1,Hebrew,NC>,qal,ptca,Subj,subs,S,BW>
196574,2_Kings,4,5,Hebrew,NGC,hif,ptca,PreC,verb,SV,
196578,2_Kings,4,5,Hebrew,JYQ,hif,ptca,PreC,verb,SV,
196671,2_Kings,4,9,Hebrew,<BR,qal,ptca,PreC,verb,V,
196768,2_Kings,4,13,Hebrew,JCB,qal,ptca,PreC,verb,SV,
196810,2_Kings,4,16,Hebrew,XBQ,qal,ptca,PreC,verb,SV,
196857,2_Kings,4,18,Hebrew,QYR=,qal,ptca,Cmpl,subs,,JY>
196930,2_Kings,4,23,Hebrew,HLK,qal,ptca,PreC,verb,SV,
197158,2_Kings,4,32,Hebrew,MWT,qal,ptca,PreC,verb,SV,
197159,2_Kings,4,32,Hebrew,CKB,hof,ptcp,PreC,verb,V,
197283,2_Kings,4,38,Hebrew,JCB,qal,ptca,PreC,verb,SV,
197419,2_Kings,4,43,Hebrew,CRT,piel,ptca,Subj,subs,S,>MR
197466,2_Kings,5,1,Hebrew,NF>,qal,ptcp,PreC,verb,V,
197481,2_Kings,5,1,Hebrew,YR<,pual,ptcp,PreC,verb,V,
197618,2_Kings,5,7,Hebrew,CLX,qal,ptca,PreC,verb,SV,
197632,2_Kings,5,7,Hebrew,>NH,hit,ptca,PreC,verb,VS,
197734,2_Kings,5,11,Hebrew,YR<,pual,ptcp,Objc,subs,,>SP
197912,2_Kings,5,18,Hebrew,C<N,nif,ptca,PreC,verb,SV,
197987,2_Kings,5,21,Hebrew,RWY,qal,ptca,PreC,verb,V,
198156,2_Kings,5,27,Hebrew,YR<,pual,ptcp,PreC,verb,V,
198173,2_Kings,6,1,Hebrew,JCB,qal,ptca,PreC,verb,SV,
198231,2_Kings,6,5,Hebrew,NPL,hif,ptca,PreC,verb,SV,
198250,2_Kings,6,5,Hebrew,C>L,qal,ptcp,PreC,verb,SV,
198286,2_Kings,6,8,Hebrew,LXM,nif,ptca,PreC,verb,V,
198438,2_Kings,6,15,Hebrew,CRT,piel,ptca,Subj,subs,S,CKM
198449,2_Kings,6,15,Hebrew,SBB,qal,ptca,PreC,verb,SV,
198501,2_Kings,6,17,Hebrew,ML>,qal,ptca,PreC,verb,SV,
198616,2_Kings,6,22,Hebrew,NKH,hif,ptca,PreC,verb,SV,
198683,2_Kings,6,25,Hebrew,YWR,qal,ptca,PreC,verb,V,
198704,2_Kings,6,26,Hebrew,<BR,qal,ptca,PreC,verb,SV,
198800,2_Kings,6,30,Hebrew,<BR,qal,ptca,PreC,verb,SV,
198836,2_Kings,6,32,Hebrew,JCB,qal,ptca,PreC,verb,SV,
198868,2_Kings,6,32,Hebrew,RYX,piel,ptca,Subj,subs,S,CLX
198896,2_Kings,6,33,Hebrew,DBR,piel,ptca,PreC,verb,V,
198902,2_Kings,6,33,Hebrew,JRD,qal,ptca,PreC,verb,SV,
198951,2_Kings,7,2,Hebrew,C<N,nif,ptca,PreC,verb,V,
