node,book,chapter,verse,lang,lex,stem,tense,func,pdp,word_order,pred
349742,Proverbs,11,13,Hebrew,GLH,piel,ptca,PreC,verb,V,
349745,Proverbs,11,13,Hebrew,>MN,nif,ptca,Subj,adjv,SV,
349747,Proverbs,11,13,Hebrew,KSH,piel,ptca,PreC,verb,SV,
349765,Proverbs,11,15,Hebrew,FN>,qal,ptca,PreC,verb,V,
349767,Proverbs,11,15,Hebrew,BVX,qal,ptca,PreC,verb,V,
349776,Proverbs,11,17,Hebrew,GML,qal,ptca,PreC,verb,VS,
349781,Proverbs,11,17,Hebrew,<KR,qal,ptca,PreC,verb,VS,
349785,Proverbs,11,18,Hebrew,<FH,qal,ptca,PreC,verb,SV,
349789,Proverbs,11,18,Hebrew,ZR<,qal,ptca,PreC,verb,V,
349798,Proverbs,11,19,Hebrew,RDP,piel,ptca,PreC,verb,V,
349840,Proverbs,11,24,Hebrew,JSP,nif,ptca,PreC,verb,V,
349843,Proverbs,11,24,Hebrew,XFK,qal,ptca,PreC,verb,V,
349866,Proverbs,11,27,Hebrew,CXR,qal,ptca,PreC,verb,V,
349885,Proverbs,11,29,Hebrew,<KR,qal,ptca,PreC,verb,VS,
349914,Proverbs,12,1,Hebrew,>HB,qal,ptca,PreC,verb,V,
349916,Proverbs,12,1,Hebrew,>HB,qal,ptca,PreC,verb,V,
349919,Proverbs,12,1,Hebrew,FN>,qal,ptca,PreC,verb,V,
349979,Proverbs,12,8,Hebrew,<WH,nif,ptca,Subj,adjv,S,HJH
349994,Proverbs,12,10,Hebrew,JD<,qal,ptca,PreC,verb,VS,
350002,Proverbs,12,11,Hebrew,<BD,qal,ptca,PreC,verb,V,
350007,Proverbs,12,11,Hebrew,RDP,piel,ptca,PreC,verb,V,
350047,Proverbs,12,15,Hebrew,CM<,qal,ptca,PreC,verb,V,
350058,Proverbs,12,16,Hebrew,KSH,qal,ptca,PreC,verb,V,
350070,Proverbs,12,18,Hebrew,BV>,qal,ptca,PreC,verb,V,
350119,Proverbs,12,23,Hebrew,KSH,qal,ptca,PreC,verb,SV,
350187,Proverbs,13,3,Hebrew,NYR,qal,ptca,PreC,verb,V,
350189,Proverbs,13,3,Hebrew,CMR,qal,ptca,PreC,verb,V,
350195,Proverbs,13,4,Hebrew,>WH,hit,ptca,PreC,verb,V,
350235,Proverbs,13,8,Hebrew,RWC,qal,ptca,Subj,subs,S,CM<
350260,Proverbs,13,11,Hebrew,QBY,qal,ptca,PreC,verb,V,
350265,Proverbs,13,12,Hebrew,MCK,pual,ptcp,Subj,adjv,SV,
350266,Proverbs,13,12,Hebrew,XLH,hif,ptca,PreC,verb,SV,
350272,Proverbs,13,12,Hebrew,BW>,qal,ptca,PreC,verb,V,
350273,Proverbs,13,13,Hebrew,BWZ,qal,ptca,PreC,verb,V,
350321,Proverbs,13,18,Hebrew,PR<,qal,ptca,PreC,verb,V,
350324,Proverbs,13,18,Hebrew,CMR,qal,ptca,PreC,verb,V,
350328,Proverbs,13,19,Hebrew,HJH,nif,ptca,PreC,verb,V,
350338,Proverbs,13,20,Hebrew,HLK,qal,ptca,PreC,verb,V,
350343,Proverbs,13,20,Hebrew,R<H=,qal,ptca,PreC,verb,V,
350359,Proverbs,13,22,Hebrew,YPN,qal,ptcp,PreC,verb,VS,
350364,Proverbs,13,22,Hebrew,XV>,qal,ptca,Subj,subs,VS,
350375,Proverbs,13,24,Hebrew,XFK,qal,ptca,PreC,verb,V,
350377,Proverbs,13,24,Hebrew,FN>,qal,ptca,PreC,verb,V,
350384,Proverbs,13,25,Hebrew,>KL,qal,ptca,PreC,verb,SV,
350401,Proverbs,14,2,Hebrew,HLK,qal,ptca,PreC,verb,V,
350407,Proverbs,14,2,Hebrew,LWZ,nif,ptca,Subj,subs,S,
350447,Proverbs,14,6,Hebrew,BJN,nif,ptca,Cmpl,subs,SV,
350448,Proverbs,14,6,Hebrew,QLL,nif,ptca,PreC,verb,SV,
350476,Proverbs,14,10,Hebrew,JD<,qal,ptca,PreC,verb,SV,
350532,Proverbs,14,16,Hebrew,JR>,qal,ptca,PreC,verb,SV,
350534,Proverbs,14,16,Hebrew,SWR,qal,ptca,PreC,verb,V,
350539,Proverbs,14,16,Hebrew,<BR=,hit,ptca,PreC,verb,SV,
350541,Proverbs,14,16,Hebrew,BVX,qal,ptca,PreC,verb,V,
350571,Proverbs,14,20,Hebrew,RWC,qal,ptca,Subj,subs,S,FN>
350576,Proverbs,14,21,Hebrew,BWZ,qal,ptca,PreC,verb,V,
350579,Proverbs,14,21,Hebrew,XV>,qal,ptca,PreC,verb,V,
350581,Proverbs,14,21,Hebrew,XNN,piel,ptca,PreC,verb,V,
350587,Proverbs,14,22,Hebrew,XRC=,qal,ptca,Subj,subs,S,T<H
350612,Proverbs,14,25,Hebrew,NYL,hif,ptca,PreC,verb,VS,
350657,Proverbs,14,29,Hebrew,RWM,hif,ptca,PreC,verb,SV,
350667,Proverbs,14,31,Hebrew,<CQ,qal,ptca,PreC,verb,V,
350670,Proverbs,14,31,Hebrew,<FH,qal,ptca,Objc,subs,,XRP
350672,Proverbs,14,31,Hebrew,KBD,piel,ptca,Subj,subs,SV,
350673,Proverbs,14,31,Hebrew,XNN,qal,ptca,PreC,verb,SV,
350680,Proverbs,14,32,Hebrew,XSH,qal,ptca,PreC,verb,VS,
350686,Proverbs,14,33,Hebrew,BJN,nif,ptca,Cmpl,adjv,S,NWX
350709,Proverbs,14,35,Hebrew,BWC,hif,ptca,PreC,verb,V,
350733,Proverbs,15,3,Hebrew,YPH,qal,ptca,PreC,verb,V,
350752,Proverbs,15,5,Hebrew,CMR,qal,ptca,PreC,verb,V,
350763,Proverbs,15,6,Hebrew,<KR,nif,ptca,PreC,verb,V,
350786,Proverbs,15,9,Hebrew,RDP,piel,ptca,PreC,verb,V,
350794,Proverbs,15,10,Hebrew,FN>,qal,ptca,PreC,verb,V,
350827,Proverbs,15,14,Hebrew,BJN,nif,ptca,Subj,adjv,S,BQC
350884,Proverbs,15,19,Hebrew,SLL,qal,ptcp,PreC,verb,SV,
350892,Proverbs,15,20,Hebrew,BZH,qal,ptca,PreC,verb,SV,
350954,Proverbs,15,27,Hebrew,<KR,qal,ptca,PreC,verb,V,
350956,Proverbs,15,27,Hebrew,BY<,qal,ptca,PreC,verb,V,
350959,Proverbs,15,27,Hebrew,FN>,qal,ptca,PreC,verb,V,
350989,Proverbs,15,31,Hebrew,CM<,qal,ptca,PreC,verb,V,
350996,Proverbs,15,32,Hebrew,PR<,qal,ptca,PreC,verb,V,
350998,Proverbs,15,32,Hebrew,M>S,qal,ptca,PreC,verb,V,
351001,Proverbs,15,32,Hebrew,CM<,qal,ptca,PreC,verb,V,
351003,Proverbs,15,32,Hebrew,QNH,qal,ptca,PreC,verb,V,
351030,Proverbs,16,2,Hebrew,TKN,qal,ptca,PreC,verb,VS,
351081,Proverbs,16,7,Hebrew,>JB,qal,ptca,Objc,subs,,CLM
351135,Proverbs,16,13,Hebrew,DBR,qal,ptca,PreC,verb,V,
351173,Proverbs,16,17,Hebrew,CMR,qal,ptca,PreC,verb,V,
351175,Proverbs,16,17,Hebrew,NYR,qal,ptca,PreC,verb,V,
351197,Proverbs,16,20,Hebrew,FKL,hif,ptca,PreC,verb,V,
351203,Proverbs,16,20,Hebrew,BVX,qal,ptca,PreC,verb,V,
351211,Proverbs,16,21,Hebrew,BJN,nif,ptca,Objc,subs,,QR>
351267,Proverbs,16,27,Hebrew,KRH,qal,ptca,PreC,verb,SV,
351280,Proverbs,16,28,Hebrew,RGN,nif,ptca,Subj,subs,SV,
351281,Proverbs,16,28,Hebrew,PRD,hif,ptca,PreC,verb,SV,
351293,Proverbs,16,30,Hebrew,<YH,qal,ptca,PreC,verb,V,
351298,Proverbs,16,30,Hebrew,QRY,qal,ptca,PreC,verb,V,
351315,Proverbs,16,32,Hebrew,MCL,qal,ptca,PreC,verb,V,
351341,Proverbs,17,1,Hebrew,ML>,qal,ptca,PreC,verb,V,
351345,Proverbs,17,2,Hebrew,FKL,hif,ptca,Subj,adjv,S,MCL
351349,Proverbs,17,2,Hebrew,BWC,hif,ptca,PreC,verb,V,
351366,Proverbs,17,3,Hebrew,BXN,qal,ptca,PreC,verb,VS,
351369,Proverbs,17,4,Hebrew,R<<,hif,ptca,Subj,subs,SV,
351370,Proverbs,17,4,Hebrew,QCB,hif,ptca,PreC,verb,SV,
351375,Proverbs,17,4,Hebrew,>ZN,hif,ptca,PreC,verb,SV,
351379,Proverbs,17,5,Hebrew,L<G,qal,ptca,PreC,verb,V,
351382,Proverbs,17,5,Hebrew,RWC,qal,ptca,Cmpl,subs,V,
351384,Proverbs,17,5,Hebrew,<FH,qal,ptca,Objc,subs,,XRP
351422,Proverbs,17,9,Hebrew,KSH,piel,ptca,PreC,verb,V,
351424,Proverbs,17,9,Hebrew,BQC,piel,ptca,PreC,verb,V,
351427,Proverbs,17,9,Hebrew,CNH,qal,ptca,PreC,verb,V,
351430,Proverbs,17,9,Hebrew,PRD,hif,ptca,PreC,verb,V,
351435,Proverbs,17,10,Hebrew,BJN,hif,ptca,Cmpl,subs,S,NXT
351482,Proverbs,17,15,Hebrew,RC<,hif,ptca,PreC,verb,V,
351503,Proverbs,17,17,Hebrew,>HB,qal,ptca,PreC,verb,VS,
351514,Proverbs,17,18,Hebrew,TQ<,qal,ptca,PreC,verb,SV,
351516,Proverbs,17,18,Hebrew,<RB,qal,ptca,PreC,verb,V,
351521,Proverbs,17,19,Hebrew,>HB,qal,ptca,PreC,verb,V,
351523,Proverbs,17,19,Hebrew,>HB,qal,ptca,PreC,verb,V,
351525,Proverbs,17,19,Hebrew,GBH,hif,ptca,PreC,verb,V,
351527,Proverbs,17,19,Hebrew,BQC,piel,ptca,PreC,verb,V,
351535,Proverbs,17,20,Hebrew,HPK,nif,ptca,PreC,verb,V,
351600,Proverbs,17,27,Hebrew,XFK,qal,ptca,PreC,verb,V,
351602,Proverbs,17,27,Hebrew,JD<,qal,ptca,PreC,verb,V,
351610,Proverbs,17,28,Hebrew,XRC,hif,ptca,PreC,verb,V,
351613,Proverbs,17,28,Hebrew,>VM,qal,ptca,PreC,verb,V,
351619,Proverbs,18,1,Hebrew,PRD,nif,ptca,Subj,subs,S,BQC
351750,Proverbs,18,15,Hebrew,BJN,nif,ptca,Subj,adjv,S,QNH
351786,Proverbs,18,19,Hebrew,PC<,nif,ptca,PreC,verb,SV,
351811,Proverbs,18,21,Hebrew,>HB,qal,ptca,Subj,subs,S,>KL
351825,Proverbs,18,23,Hebrew,RWC,qal,ptca,Subj,subs,S,DBR
351842,Proverbs,19,1,Hebrew,HLK,qal,ptca,PreC,verb,V,
351859,Proverbs,19,2,Hebrew,>WY,qal,ptca,PreC,verb,V,
351862,Proverbs,19,2,Hebrew,XV>,qal,ptca,PreC,verb,V,
351903,Proverbs,19,7,Hebrew,RWC,qal,ptca,Subj,subs,S,
351910,Proverbs,19,7,Hebrew,RDP,piel,ptca,PreC,verb,V,
351914,Proverbs,19,8,Hebrew,QNH,qal,ptca,PreC,verb,V,
351916,Proverbs,19,8,Hebrew,>HB,qal,ptca,PreC,verb,V,
351918,Proverbs,19,8,Hebrew,CMR,qal,ptca,PreC,verb,V,
351983,Proverbs,19,14,Hebrew,FKL,hif,ptca,PreC,verb,V,
351995,Proverbs,19,16,Hebrew,BZH,qal,ptca,Subj,subs,S,MWT
352019,Proverbs,19,19,Hebrew,NF>,qal,ptca,PreC,verb,SV,
352084,Proverbs,19,25,Hebrew,BJN,nif,ptca,Cmpl,subs,,JKX
352087,Proverbs,19,26,Hebrew,CDD,piel,ptca,Subj,subs,S,BRX
352092,Proverbs,19,26,Hebrew,BWC,hif,ptca,PreC,verb,V,
352094,Proverbs,19,26,Hebrew,XPR,hif,ptca,PreC,verb,V,
352127,Proverbs,20,1,Hebrew,HMH,qal,ptca,PreC,verb,VS,
352131,Proverbs,20,1,Hebrew,CGH,qal,ptca,PreC,verb,V,
352141,Proverbs,20,2,Hebrew,<BR=,hit,ptca,Subj,subs,SV,
352142,Proverbs,20,2,Hebrew,XV>,qal,ptca,PreC,verb,SV,
352187,Proverbs,20,7,Hebrew,HLK,hit,ptca,PreC,verb,VS,
352195,Proverbs,20,8,Hebrew,JCB,qal,ptca,PreC,verb,V,
352199,Proverbs,20,8,Hebrew,ZRH,piel,ptca,PreC,verb,SV,
352233,Proverbs,20,12,Hebrew,CM<,qal,ptca,PreC,verb,V,
352236,Proverbs,20,12,Hebrew,R>H,qal,ptca,PreC,verb,V,
352254,Proverbs,20,14,Hebrew,QNH,qal,ptca,Subj,subs,S,>MR
352256,Proverbs,20,14,Hebrew,>ZL,qal,ptca,PreC,verb,V,
352299,Proverbs,20,19,Hebrew,GLH,qal,ptca,PreC,verb,VS,
352301,Proverbs,20,19,Hebrew,HLK,qal,ptca,Subj,subs,VS,
352305,Proverbs,20,19,Hebrew,PTH,qal,ptca,PreC,verb,V,
352319,Proverbs,20,21,Hebrew,BHL,pual,ptcp,PreC,verb,SV,
352365,Proverbs,20,26,Hebrew,ZRH,piel,ptca,PreC,verb,VS,
352377,Proverbs,20,27,Hebrew,XPF,qal,ptca,PreC,verb,V,
352427,Proverbs,21,2,Hebrew,TKN,qal,ptca,PreC,verb,VS,
352434,Proverbs,21,3,Hebrew,BXR,nif,ptca,PreC,verb,V,
352516,Proverbs,21,12,Hebrew,FKL,hif,ptca,PreC,verb,VS,
352521,Proverbs,21,12,Hebrew,SLP,piel,ptca,PreC,verb,V,
352562,Proverbs,21,16,Hebrew,T<H,qal,ptca,PreC,verb,V,
352574,Proverbs,21,17,Hebrew,>HB,qal,ptca,Subj,subs,S,<CR
352610,Proverbs,21,21,Hebrew,RDP,qal,ptca,Subj,subs,S,MY>
352627,Proverbs,21,23,Hebrew,CMR,qal,ptca,Subj,subs,SV,
352631,Proverbs,21,23,Hebrew,CMR,qal,ptca,PreC,verb,SV,
352639,Proverbs,21,24,Hebrew,<FH,qal,ptca,PreC,verb,V,
352675,Proverbs,21,28,Hebrew,CM<,qal,ptca,Subj,adjv,S,DBR
352701,Proverbs,21,31,Hebrew,KWN,hof,ptcp,PreC,verb,SV,
352710,Proverbs,22,1,Hebrew,BXR,nif,ptca,PreC,verb,VS,
352724,Proverbs,22,2,Hebrew,RWC,qal,ptca,Subj,subs,S,PGC
352753,Proverbs,22,5,Hebrew,CMR,qal,ptca,Subj,subs,S,RXQ
352772,Proverbs,22,7,Hebrew,RWC,qal,ptca,Cmpl,subs,S,MCL
352780,Proverbs,22,8,Hebrew,ZR<,qal,ptca,Subj,subs,S,QYR=
352823,Proverbs,22,12,Hebrew,BGD,qal,ptca,Objc,subs,,SLP
352838,Proverbs,22,14,Hebrew,Z<M,qal,ptcp,Subj,subs,S,NPL
352843,Proverbs,22,15,Hebrew,QCR,qal,ptcp,PreC,verb,SV,
352851,Proverbs,22,16,Hebrew,<CQ,qal,ptca,PreC,verb,V,
352912,Proverbs,22,21,Hebrew,CLX,qal,ptca,Cmpl,subs,,CWB
352933,Proverbs,22,23,Hebrew,QB<,qal,ptca,Objc,subs,,QB<
352957,Proverbs,22,26,Hebrew,TQ<,qal,ptca,PreC,subs,V,HJH
352961,Proverbs,22,26,Hebrew,<RB,qal,ptca,PreC,verb,V,
353192,Proverbs,23,20,Hebrew,SB>,qal,ptca,PreC,subs,V,HJH
353195,Proverbs,23,20,Hebrew,ZLL,qal,ptca,PreC,verb,V,
353199,Proverbs,23,21,Hebrew,SB>,qal,ptca,Subj,subs,S,JRC
353201,Proverbs,23,21,Hebrew,ZLL,qal,ptca,Subj,subs,S,JRC
353233,Proverbs,23,24,Hebrew,JLD,qal,ptca,Subj,subs,S,FMX
353243,Proverbs,23,25,Hebrew,JLD,qal,ptca,Subj,subs,S,GJL
353266,Proverbs,23,28,Hebrew,BGD,qal,ptca,Objc,subs,,JSP
353292,Proverbs,23,30,Hebrew,>XR,piel,ptca,PreC,verb,V,
353298,Proverbs,23,30,Hebrew,BW>,qal,ptca,PreC,verb,V,
353334,Proverbs,23,34,Hebrew,CKB,qal,ptca,PreC,subs,V,HJH
353400,Proverbs,24,5,Hebrew,>MY,piel,ptca,PreC,verb,SV,
353445,Proverbs,24,11,Hebrew,LQX,qal,ptcp,PreC,verb,V,
353525,Proverbs,24,17,Hebrew,>JB,qal,ptca,Subj,subs,S,NPL
353550,Proverbs,24,19,Hebrew,R<<,hif,ptca,Cmpl,subs,,XRH
353573,Proverbs,24,21,Hebrew,CNH,qal,ptca,Cmpl,subs,,<RB==
353584,Proverbs,24,22,Hebrew,JD<,qal,ptca,PreC,verb,SV,
353607,Proverbs,24,25,Hebrew,JKX,hif,ptca,Cmpl,subs,,N<M
353616,Proverbs,24,26,Hebrew,CWB,hif,ptca,Subj,subs,S,NCQ
353750,Proverbs,25,4,Hebrew,YRP,qal,ptca,Cmpl,subs,S,JY>
353813,Proverbs,25,10,Hebrew,CM<,qal,ptca,Subj,subs,S,
353824,Proverbs,25,11,Hebrew,DBR,qal,ptcp,PreC,verb,V,
353858,Proverbs,25,14,Hebrew,HLL,hit,ptca,PreC,verb,V,
353896,Proverbs,25,18,Hebrew,<NH,qal,ptca,PreC,verb,V,
353911,Proverbs,25,20,Hebrew,<DH=,hif,ptca,PreC,verb,V,
353920,Proverbs,25,20,Hebrew,CJR,qal,ptca,PreC,verb,V,
353940,Proverbs,25,22,Hebrew,XTH,qal,ptca,PreC,verb,SV,
353984,Proverbs,25,26,Hebrew,MWV,qal,ptca,PreC,verb,V,
354073,Proverbs,26,6,Hebrew,QYH,piel,ptca,PreC,verb,V,
354076,Proverbs,26,6,Hebrew,CTH,qal,ptca,PreC,verb,V,
354077,Proverbs,26,6,Hebrew,CLX,qal,ptca,PreC,verb,V,
354097,Proverbs,26,8,Hebrew,NTN,qal,ptca,PreC,verb,V,
354112,Proverbs,26,10,Hebrew,XLL=,piel,ptca,PreC,verb,SV,
354115,Proverbs,26,10,Hebrew,FKR,qal,ptca,PreC,verb,V,
354118,Proverbs,26,10,Hebrew,FKR,qal,ptca,PreC,verb,V,
354119,Proverbs,26,10,Hebrew,<BR,qal,ptca,Objc,subs,V,
354122,Proverbs,26,11,Hebrew,CWB,qal,ptca,PreC,verb,V,
354126,Proverbs,26,11,Hebrew,CNH,qal,ptca,PreC,verb,V,
354176,Proverbs,26,17,Hebrew,XZQ,hif,ptca,PreC,verb,V,
354181,Proverbs,26,17,Hebrew,<BR=,hit,ptca,PreC,verb,V,
354189,Proverbs,26,18,Hebrew,JRH=,qal,ptca,PreC,verb,V,
354203,Proverbs,26,19,Hebrew,FXQ,piel,ptca,PreC,verb,VS,
354240,Proverbs,26,23,Hebrew,YPH=,pual,ptcp,PreC,verb,V,
354251,Proverbs,26,24,Hebrew,FN>,qal,ptca,Subj,subs,S,NKR
354276,Proverbs,26,27,Hebrew,KRH,qal,ptca,PreC,verb,V,
354343,Proverbs,27,6,Hebrew,>MN,nif,ptca,PreC,verb,VS,
354345,Proverbs,27,6,Hebrew,>HB,qal,ptca,Subj,subs,VS,
354347,Proverbs,27,6,Hebrew,<TR,nif,ptca,PreC,verb,VS,
354349,Proverbs,27,6,Hebrew,FN>,qal,ptca,Subj,subs,VS,
354362,Proverbs,27,8,Hebrew,NDD,qal,ptca,PreC,verb,V,
354367,Proverbs,27,8,Hebrew,NDD,qal,ptca,PreC,verb,V,
354408,Proverbs,27,11,Hebrew,XRP,qal,ptca,Objc,subs,,CWB
354439,Proverbs,27,15,Hebrew,VRD,qal,ptca,Subj,adjv,S,CWH
354447,Proverbs,27,16,Hebrew,YPN,qal,ptca,Subj,subs,S,YPN
354463,Proverbs,27,18,Hebrew,NYR,qal,ptca,Subj,subs,S,>KL
354468,Proverbs,27,18,Hebrew,CMR,qal,ptca,Subj,subs,S,KBD
354608,Proverbs,28,3,Hebrew,SXP,qal,ptca,PreC,verb,V,
354612,Proverbs,28,4,Hebrew,<ZB,qal,ptca,Subj,subs,S,HLL
354617,Proverbs,28,4,Hebrew,CMR,qal,ptca,Subj,subs,S,GRH
354627,Proverbs,28,5,Hebrew,BQC,piel,ptca,Subj,subs,S,BJN
354633,Proverbs,28,6,Hebrew,HLK,qal,ptca,PreC,verb,V,
354647,Proverbs,28,7,Hebrew,R<H=,qal,ptca,PreC,verb,V,
354648,Proverbs,28,7,Hebrew,ZLL,qal,ptca,Objc,subs,V,
354651,Proverbs,28,8,Hebrew,RBH,hif,ptca,PreC,verb,V,
354658,Proverbs,28,8,Hebrew,XNN,qal,ptca,Cmpl,subs,,
354689,Proverbs,28,11,Hebrew,BJN,hif,ptca,Subj,adjv,S,
354702,Proverbs,28,13,Hebrew,KSH,piel,ptca,PreC,verb,V,
354707,Proverbs,28,13,Hebrew,JDH,hif,ptca,PreC,verb,V,
354709,Proverbs,28,13,Hebrew,<ZB,qal,ptca,PreC,verb,V,
354713,Proverbs,28,14,Hebrew,PXD,piel,ptca,PreC,verb,V,
354716,Proverbs,28,14,Hebrew,QCH,hif,ptca,PreC,verb,V,
354737,Proverbs,28,16,Hebrew,FN>,qal,ptca,Subj,subs,S,>RK
354742,Proverbs,28,17,Hebrew,<CQ,qal,ptcp,PreC,verb,V,
354752,Proverbs,28,18,Hebrew,HLK,qal,ptca,PreC,verb,V,
354756,Proverbs,28,18,Hebrew,<QC,nif,ptca,Subj,subs,S,NPL
354761,Proverbs,28,19,Hebrew,<BD,qal,ptca,Subj,subs,S,FB<
354766,Proverbs,28,19,Hebrew,RDP,piel,ptca,Subj,subs,S,FB<
354775,Proverbs,28,20,Hebrew,>WY,qal,ptca,PreC,verb,V,
354790,Proverbs,28,22,Hebrew,BHL,nif,ptca,PreC,verb,VS,
354803,Proverbs,28,23,Hebrew,JKX,hif,ptca,Subj,subs,S,MY>
354816,Proverbs,28,24,Hebrew,>MR,qal,ptca,PreC,verb,V,
354829,Proverbs,28,25,Hebrew,BVX,qal,ptca,PreC,verb,V,
354844,Proverbs,28,27,Hebrew,NTN,qal,ptca,PreC,verb,V,
354847,Proverbs,28,27,Hebrew,RWC,qal,ptca,Cmpl,subs,V,
354867,Proverbs,29,1,Hebrew,QCH,hif,ptca,PreC,verb,V,
354887,Proverbs,29,3,Hebrew,>HB,qal,ptca,PreC,verb,V,
354892,Proverbs,29,3,Hebrew,R<H=,qal,ptca,PreC,verb,V,
354893,Proverbs,29,3,Hebrew,ZNH,qal,ptca,Objc,subs,V,
354906,Proverbs,29,5,Hebrew,XLQ=,hif,ptca,PreC,verb,V,
354910,Proverbs,29,5,Hebrew,PRF,qal,ptca,PreC,verb,SV,
354923,Proverbs,29,7,Hebrew,JD<,qal,ptca,PreC,verb,VS,
354941,Proverbs,29,9,Hebrew,CPV,nif,ptca,PreC,verb,SV,
354970,Proverbs,29,12,Hebrew,QCB,hif,ptca,PreC,verb,V,
354977,Proverbs,29,13,Hebrew,RWC,qal,ptca,Subj,subs,S,PGC
354982,Proverbs,29,13,Hebrew,>WR,hif,ptca,PreC,verb,VS,
354987,Proverbs,29,14,Hebrew,CPV,qal,ptca,PreC,verb,V,
355002,Proverbs,29,15,Hebrew,CLX,pual,ptcp,Subj,adjv,SV,
355003,Proverbs,29,15,Hebrew,BWC,hif,ptca,PreC,verb,SV,
355042,Proverbs,29,19,Hebrew,<NH,hif,ptca,PreC,verb,V,
355045,Proverbs,29,20,Hebrew,>WY,qal,ptca,PreC,verb,V,
355052,Proverbs,29,21,Hebrew,PNQ,piel,ptca,PreC,verb,V,
355077,Proverbs,29,24,Hebrew,XLQ,qal,ptca,PreC,verb,V,
355080,Proverbs,29,24,Hebrew,FN>,qal,ptca,PreC,verb,V,
355092,Proverbs,29,25,Hebrew,BVX,qal,ptca,PreC,verb,V,
355097,Proverbs,29,26,Hebrew,BQC,piel,ptca,PreC,verb,SV,
355099,Proverbs,29,26,Hebrew,MCL,qal,ptca,Objc,subs,SV,
355184,Proverbs,30,5,Hebrew,XSH,qal,ptca,PreC,verb,V,
355433,Proverbs,30,27,Hebrew,XYY,qal,ptca,PreC,verb,VS,
355544,Proverbs,31,5,Hebrew,XQQ,pual,ptcp,Objc,subs,,CKX
355554,Proverbs,31,6,Hebrew,>BD,qal,ptca,Cmpl,subs,,NTN
355624,Proverbs,31,14,Hebrew,SXR,qal,ptca,PreC,subs,V,HJH
355707,Proverbs,31,23,Hebrew,JD<,nif,ptca,PreC,verb,VS,
355745,Proverbs,31,27,Hebrew,YPH,qal,ptca,PreC,verb,V,
355798,Ruth,1,1,Hebrew,CPV,qal,ptca,Subj,subs,S,CPV
355964,Ruth,1,8,Hebrew,MWT,qal,ptca,Cmpl,subs,,<FH
356140,Ruth,1,18,Hebrew,>MY,hit,ptca,PreC,verb,VS,
356304,Ruth,2,4,Hebrew,QYR=,qal,ptca,Cmpl,subs,,>MR
356318,Ruth,2,5,Hebrew,NYB,nif,ptca,PreC,verb,V,
356321,Ruth,2,5,Hebrew,QYR=,qal,ptca,Cmpl,subs,V,
356333,Ruth,2,6,Hebrew,NYB,nif,ptca,PreC,verb,V,
356336,Ruth,2,6,Hebrew,QYR=,qal,ptca,Cmpl,subs,V,
356360,Ruth,2,7,Hebrew,QYR=,qal,ptca,Loca,subs,,>SP
356556,Ruth,2,14,Hebrew,QYR=,qal,ptca,Loca,subs,,JCB
356654,Ruth,2,19,Hebrew,NKR,hif,ptca,Subj,subs,SV,HJH
356655,Ruth,2,19,Hebrew,BRK,qal,ptcp,PreC,adjv,SV,HJH
356680,Ruth,2,20,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
356694,Ruth,2,20,Hebrew,MWT,qal,ptca,Cmpl,subs,,<ZB
356795,Ruth,3,2,Hebrew,ZRH,qal,ptca,PreC,verb,SV,
356912,Ruth,3,8,Hebrew,CKB,qal,ptca,PreC,verb,SV,
356933,Ruth,3,10,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
356967,Ruth,3,11,Hebrew,JD<,qal,ptca,PreC,verb,VS,
357132,Ruth,4,1,Hebrew,G>L,qal,ptca,Subj,subs,SV,
357133,Ruth,4,1,Hebrew,<BR,qal,ptca,PreC,verb,SV,
357166,Ruth,4,3,Hebrew,G>L,qal,ptca,Cmpl,subs,,>MR
357239,Ruth,4,5,Hebrew,MWT,qal,ptca,Objc,subs,,QNH
357245,Ruth,4,5,Hebrew,MWT,qal,ptca,Objc,subs,,QWM
357251,Ruth,4,6,Hebrew,G>L,qal,ptca,Subj,subs,S,>MR
357304,Ruth,4,8,Hebrew,G>L,qal,ptca,Subj,subs,S,>MR
357360,Ruth,4,10,Hebrew,MWT,qal,ptca,Objc,subs,,QWM
357368,Ruth,4,10,Hebrew,MWT,qal,ptca,Objc,subs,,KRT
357399,Ruth,4,11,Hebrew,BW>,qal,ptca,PreC,verb,V,
357473,Ruth,4,14,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
357479,Ruth,4,14,Hebrew,G>L,qal,ptca,Objc,subs,,CBT
357491,Ruth,4,15,Hebrew,CWB,hif,ptca,PreC,subs,V,HJH
357524,Ruth,4,16,Hebrew,>MN,qal,ptca,PreC,subs,V,HJH
357663,Song_of_songs,1,6,Hebrew,NVR,qal,ptca,PreC,verb,V,
357688,Song_of_songs,1,7,Hebrew,<VH,qal,ptca,Cmpl,subs,,HJH
357876,Song_of_songs,2,8,Hebrew,BW>,qal,ptca,PreC,verb,SV,
357877,Song_of_songs,2,8,Hebrew,DLG,piel,ptca,PreC,verb,V,
357881,Song_of_songs,2,8,Hebrew,QPY,piel,ptca,PreC,verb,V,
357885,Song_of_songs,2,9,Hebrew,DMH,qal,ptca,PreC,verb,VS,
357896,Song_of_songs,2,9,Hebrew,<MD,qal,ptca,PreC,verb,SV,
