,clause,verb,phrase,cmpl_type
442656,442656,NPL[,697430,<L
442727,442727,NPL[,697637,<L
442731,442731,QYP[,697644,<L
442817,442817,NPL[,697899,<L
442998,442998,<LH[,698490,<L
443097,443097,NPL[,698820,<L
443468,443468,RKB[,699950,<L
444201,444201,>SR[,702037,<L
444205,444205,>SR[,702049,<L
444209,444209,>SR[,702061,<L
444215,444215,>SR[,702084,<L
444221,444221,>SR[,702100,<L
444226,444226,>SR[,702116,<L
444229,444229,QWM[,702128,<L
444230,444230,>SR[,702126,<L
444238,444238,>SR[,702154,<L
444273,444273,YB>[,702265,<L
444286,444286,QYP[,702311,<L
444423,444423,SPH[,702740,<L
444514,444514,CWB[,703055,<L
444526,444526,XNH[,703092,<L
444607,444607,XNH[,703345,<L
444669,444669,MXH=[,703562,<L
445785,445785,XWS[,706913,<L
445808,445808,RBH[,706982,<L
445848,445848,XJH[,707094,<L
445849,445849,XJH[,707099,<L
446007,446007,QYP[,707561,<L
446432,446432,XWS[,708862,<L
446774,446774,<FH[,709916,<L
446780,446780,<FH[,709930,<L
446960,446960,QWM[,710499,<L
446968,446968,XWS[,710524,<L
446979,446979,QWM[,710555,<L
447070,447070,YWR[,710809,<L
447311,447311,QWM[,711577,<L
447351,447351,JY>[,711710,<L
447440,447440,<BR[,711992,<L
447478,447478,BW>[,712106,<L
447530,447530,BW>[,712265,<L
447534,447534,QWM[,712278,<L
447712,447712,<MD[,712825,<L
447779,447779,BW>[,712963,<L
447830,447830,BW>[,713119,<L
447920,447920,<LH[,713394,<L
447927,447927,BW>[,713415,<L
447994,447994,FWF[,713628,<L
447997,447997,FWF[,713637,<L
448131,448131,BW>[,714063,<L
448162,448162,FWF[,714165,<L
448163,448163,FWF[,714169,<L
448218,448218,JCB[,714321,<L
448300,448300,<MD[,714552,<L
448626,448626,CKN[,715450,<L
448696,448696,DRK[,715623,<L
448861,448861,<LH[,716101,<L
448865,448865,NPL[,716116,<L
449080,449080,HLK[,716785,<L
449331,449331,NPL[,717563,final_h
449728,449728,XNH[,718798,<L
449848,449848,XNH[,719171,<L
449862,449862,XNH[,719215,<L
450421,450421,<MD[,720829,<L
450422,450422,<MD[,720834,<L
450773,450773,<LH[,721883,<L
450868,450868,<LH[,722183,<L
450937,450937,BW>[,722396,<L
451352,451352,<ZZ[,723753,<L
451550,451550,HLK[,724382,<L
451623,451623,CKN[,724545,<L
451680,451680,<ZZ[,724688,<L
451686,451686,<LH[,724706,<L
451687,451687,XNH[,724709,<L
451830,451830,<MD[,725144,<L
451879,451879,XNH[,725306,<L
451915,451915,KR<[,725410,<L
451919,451919,KR<[,725422,<L
452198,452198,MLK[,726274,<L
452203,452203,NW<[,726289,<L
452206,452206,MLK[,726297,<L
452210,452210,NW<[,726308,<L
452213,452213,MLK[,726316,<L
452218,452218,NW<[,726330,<L
452221,452221,MLK[,726338,<L
452237,452237,QWM[,726394,<L
452253,452253,FRR[,726450,<L
452258,452258,FJM[,726466,<L
452264,452264,<BR[,726486,<L
452303,452303,PCV[,726599,<L
452310,452310,>RB[,726621,<L
452351,452351,QWM[,726750,<L
452356,452356,PCV[,726764,<L
452374,452374,FJM[,726818,<L
452383,452383,FJM[,726840,<L
452392,452392,<LH[,726871,<L
452640,452640,JRD[,727658,<L
452641,452641,BKH[,727661,<L
452646,452646,BKH[,727675,<L
452739,452739,<LH[,727968,<L
452866,452866,YLX[,728369,<L
452919,452919,BKH[,728531,<L
452928,452928,BKH[,728558,<L
452941,452941,YLX[,728600,<L
452993,452993,<LH[,728765,<L
453025,453025,YLX[,728850,<L
453073,453073,FJM[,728991,<L
453153,453153,<LH[,729232,<L
453235,453235,NPL[,729469,<L
453351,453351,<LH[,729832,<L
453469,453469,ZNH=[,730182,<L
453641,453641,FJM[,730671,<L
453659,453659,QWM[,730719,<L
453718,453718,XNH[,730888,<L
453807,453807,NG<[,731184,<L
453989,453989,<LH[,731752,<L
454072,454072,RXB[,731998,<L
454188,454188,<LH[,732349,<L
454344,454344,XNH[,732791,<L
454477,454477,DRK[,733191,<L
454486,454486,QCH[,733218,<L
454552,454552,<LH[,733406,<L
454719,454719,MLK[,733964,<L
454730,454730,MLK[,733998,<L
454735,454735,MLK[,734015,<L
454808,454808,HLK[,734232,<L
454941,454941,JYQ[,734612,<L
454974,454974,YLX[,734709,<L
454999,454999,YLX[,734777,<L
455079,455079,XNH[,735033,<L
455103,455103,YLX[,735110,<L
455112,455112,NPL[,735137,<L
455141,455141,MLK[,735224,<L
455213,455213,BW>[,735448,<L
455216,455216,MLK[,735456,<L
455229,455229,MLK[,735492,<L
455280,455280,MLK[,735649,<L
455386,455386,<BR[,735992,<L
455412,455412,<LH[,736069,<L
455427,455427,<LH[,736119,<L
455523,455523,>KL[,736412,<L
455637,455637,XML[,736749,<L
455657,455657,XML[,736810,<L
455689,455689,XML[,736900,<L
455784,455784,MLK[,737188,<L
456051,456051,NPL[,737961,<L
456067,456067,QWM[,738010,<L
456513,456513,BW>[,739361,<L
456581,456581,JCB[,739575,<L
456612,456612,XJH[,739677,<L
456785,456785,QCR[,740223,<L
456810,456810,QCR[,740298,<L
456945,456945,MLK[,740709,<L
456963,456963,XML[,740764,<L
457000,457000,PCV[,740868,<L
457062,457062,XWS[,741053,<L
457121,457121,<LH[,741239,<L
457193,457193,JCB[,741449,<L
457216,457216,FJM[,741514,<L
457243,457243,NPL[,741597,<L
457319,457319,VWB[,741820,<L
457354,457354,RKB[,741927,<L
457424,457424,NPL[,742160,<L
457426,457426,<MD[,742167,<L
457446,457446,CMR[,742223,<L
457705,457705,QYP[,743033,<L
457838,457838,RKB[,743438,<L
457918,457918,NPL[,743686,<L
457921,457921,NPL[,743696,<L
457997,457997,<MD[,743926,<L
458001,458001,<MD[,743938,<L
458016,458016,YWM[,743975,<L
458121,458121,JCB[,744277,<L
458143,458143,HLK[,744345,<L
458151,458151,NVH[,744366,<L
458179,458179,<MD[,744452,<L
458338,458338,XWL[,744943,<L
458362,458362,BKH[,745021,<L
458466,458466,MLK[,745345,<L
458467,458467,MLK[,745351,<L
458801,458801,MLK[,746419,<L
458834,458834,NPL[,746525,<L
458965,458965,YWR[,746937,<L
459067,459067,GBR[,747253,<L
459082,459082,SPD[,747304,<L
459166,459166,QWM[,747581,<L
459240,459240,XNH[,747786,<L
459278,459278,CKB[,747907,<L
459398,459398,KBD[,748254,<L
459491,459491,NPL[,748524,final_h
459507,459507,QWM[,748567,<L
459541,459541,XCB[,748664,<L
459667,459667,<MD[,749052,<L
459683,459683,BW>[,749096,<L
459967,459967,BW>[,749925,<L
460021,460021,NWX[,750080,<L
460022,460022,NPL[,750084,<L
460079,460079,J<Y[,750262,<L
460284,460284,QWM[,750896,<L
460286,460286,<LH[,750903,<L
460332,460332,BW>[,751028,<L
460348,460348,MCX[,751075,<L
460435,460435,RKB[,751332,<L
460486,460486,BXR[,751511,<L
460500,460500,<NH[,751563,<L
460569,460569,<MD[,751787,<L
460591,460591,YWR[,751848,<L
460684,460684,XML[,752103,<L
460698,460698,NWX[,752153,<L
460775,460775,RKB[,752392,<L
461190,461190,JCB[,753541,<L
461206,461206,JCB[,753597,<L
461218,461218,JCB[,753628,<L
461234,461234,JCB[,753672,<L
461245,461245,JCB[,753707,<L
461259,461259,JCB[,753747,<L
461280,461280,JCB[,753812,<L
461327,461327,JCB[,753959,<L
461418,461418,MLK[,754225,<L
461421,461421,JCB[,754237,<L
461458,461458,JCB[,754337,<L
461689,461689,CKB[,755052,<L
461847,461847,NTN[,755493,<L
461911,461911,MLK[,755685,<L
461939,461939,<LH[,755761,<L
462071,462071,NTN[,756177,<L
462210,462210,SKK[,756590,<L
462261,462261,JCB[,756741,<L
462294,462294,JCB[,756838,<L
462430,462430,KR<[,757240,<L
462603,462603,CM<[,757777,<L
462766,462766,MLK[,758330,<L
462836,462836,MLK[,758561,<L
462857,462857,NTN[,758621,<L
462887,462887,NTN[,758707,<L
462933,462933,MLK[,758849,<L
463011,463011,QR>[,759082,<L
463029,463029,QR>[,759133,<L
463034,463034,CLX[,759146,<L
463083,463083,RKB[,759306,<L
463180,463180,SPD[,759588,<L
463191,463191,QR>[,759618,<L
463327,463327,<LH[,760019,<L
463347,463347,MLK[,760086,<L
463385,463385,<LH[,760224,<L
463422,463422,MLK[,760334,<L
463423,463423,MLK[,760338,<L
463428,463428,QCR[,760353,<L
463478,463478,MLK[,760512,<L
463479,463479,QCR[,760517,<L
463514,463514,YWR[,760620,<L
463540,463540,MLK[,760688,<L
463560,463560,MLK[,760753,<L
463561,463561,MLK[,760758,<L
463685,463685,CWB[,761112,<L
463687,463687,CWB[,761120,<L
463730,463730,NPL[,761249,<L
463818,463818,FJM[,761481,<L
463821,463821,NTN[,761492,<L
463861,463861,CPK[,761603,<L
463882,463882,FJM[,761666,<L
463885,463885,JYQ[,761674,<L
463914,463914,NPL[,761746,<L
464099,464099,YWR[,762245,<L
464161,464161,FJM[,762405,<L
464253,464253,NPL[,762679,<L
464309,464309,<MD[,762838,<L
464339,464339,HLK[,762926,<L
464361,464361,CKB[,762996,<L
464520,464520,HLK[,763436,<L
464657,464657,SWR[,763824,<L
464694,464694,MLK[,763936,<L
464725,464725,MLK[,764035,<L
464726,464726,MLK[,764040,<L
464821,464821,KR<[,764295,<L
464899,464899,<MD[,764525,<L
464936,464936,<MD[,764625,<L
464948,464948,NWX[,764659,<L
465005,465005,MLK[,764826,<L
465094,465094,<MD[,765089,<L
465096,465096,ZRX[,765096,<L
465153,465153,JYQ[,765260,<L
465238,465238,JCB[,765486,<L
465320,465320,CKB[,765709,<L
465324,465324,GHR[,765722,<L
465329,465329,GHR[,765736,<L
465340,465340,NPL[,765765,<L
465693,465693,YWR[,766734,<L
465730,465730,<MD[,766838,<L
465792,465792,BW>[,767013,<L
465987,465987,PRF[,767554,<L
466049,466049,JYQ[,767753,<L
466208,466208,MLK[,768168,<L
466259,466259,FJM[,768304,<L
466300,466300,QCR[,768421,<L
466414,466414,JCB[,768748,<L
466433,466433,MLK[,768802,<L
466483,466483,<MD[,768953,<L
466524,466524,JCB[,769082,<L
466543,466543,<LH[,769139,<L
466578,466578,JY>[,769252,<L
466593,466593,<LH[,769303,<L
466610,466610,MLK[,769359,<L
466640,466640,MLK[,769462,<L
466651,466651,JCB[,769497,<L
466685,466685,QYP[,769587,<L
466702,466702,QWM[,769636,<L
466845,466845,MLK[,770095,<L
466851,466851,QCR[,770114,<L
466860,466860,JCB[,770138,<L
466877,466877,MLK[,770189,<L
466882,466882,BW>[,770206,<L
466896,466896,MLK[,770255,<L
466901,466901,QCR[,770271,<L
466909,466909,MLK[,770295,<L
466957,466957,YWR[,770442,<L
466990,466990,QRB[,770548,<L
467026,467026,<LH[,770663,<L
467036,467036,YWR[,770705,<L
467218,467218,<LH[,771304,<L
467219,467219,YWR[,771307,<L
467230,467230,<LH[,771344,<L
467236,467236,NTN[,771358,<L
467262,467262,BVX[,771432,<L
467265,467265,BVX[,771441,<L
467283,467283,BVX[,771498,<L
467285,467285,<LH[,771504,<L
467288,467288,<LH[,771510,<L
467548,467548,GNN[,772251,<L
467552,467552,FJM[,772262,<L
467575,467575,CM<[,772335,<L
467678,467678,HPK[,772637,<L
467711,467711,QCR[,772742,<L
467746,467746,>MR[,772853,<L
467770,467770,CM<[,772928,<L
467818,467818,<MD[,773068,<L
468010,468010,BW>[,773678,<L
468012,468012,JY>[,773686,<L
468040,468040,BW>[,773780,<L
468041,468041,XNH[,773783,<L
468070,468070,NPL[,773884,<L
428500,428500,HLK[,654495,final_h
428524,428524,HLK[,654569,final_h
428525,428525,BW>[,654572,final_h
428539,428539,NS<[,654623,final_h
428541,428541,JRD[,654631,final_h
428546,428546,BW>[,654643,final_h
428561,428561,BW>[,654685,final_h
428672,428672,NPL[,655040,final_h
428673,428673,NWS[,655043,final_h
429044,429044,HLK[,656156,final_h
429102,429102,BW>[,656329,final_h
429208,429208,NWS[,656628,final_h
429224,429224,BW>[,656673,final_h
429344,429344,BW>[,657053,final_h
429728,429728,JRD[,658235,final_h
429799,429799,BW>[,658418,final_h
429858,429858,JRD[,658596,final_h
430079,430079,JRD[,659236,final_h
430451,430451,HLK[,660309,final_h
430471,430471,HLK[,660375,final_h
430477,430477,HLK[,660399,final_h
430497,430497,PRY[,660460,final_h
430539,430539,HLK[,660591,final_h
431291,431291,NS<[,662872,final_h
431455,431455,BW>[,663363,final_h
431494,431494,BW>[,663493,final_h
431695,431695,BW>[,664085,final_h
431709,431709,HLK[,664119,final_h
432003,432003,BW>[,664975,final_h
432011,432011,JY>[,664996,final_h
432015,432015,NWS[,665006,final_h
432031,432031,JY>[,665043,final_h
432043,432043,NWS[,665076,final_h
432333,432333,BW>[,666011,final_h
432343,432343,JRD[,666040,final_h
432649,432649,BW>[,666915,final_h
432675,432675,BW>[,666982,final_h
432756,432756,CWB[,667203,final_h
432757,432757,BW>[,667207,final_h
432929,432929,BW>[,667718,final_h
432976,432976,BW>[,667859,final_h
432986,432986,JRD[,667883,final_h
432988,432988,JRD[,667891,final_h
432997,432997,BW>[,667923,final_h
433042,433042,BW>[,668052,final_h
433045,433045,BW>[,668064,final_h
433047,433047,<LH[,668073,final_h
433235,433235,BW>[,668665,final_h
433487,433487,CWB[,669362,final_h
433942,433942,CWB[,670703,final_h
433946,433946,CWB[,670715,final_h
434390,434390,BW>[,672044,final_h
434513,434513,HLK[,672430,final_h
434983,434983,CWB[,673918,final_h
435210,435210,BW>[,674594,final_h
435233,435233,BW>[,674664,final_h
435506,435506,BW>[,675470,final_h
435815,435815,NWS[,676445,final_h
435888,435888,NPL[,676669,final_h
437107,437107,BW>[,680419,final_h
437207,437207,QDD[,680723,final_h
441168,441168,XNH[,692955,final_h
442149,442149,JY>[,695874,final_h
442363,442363,CWB[,696518,final_h
442367,442367,CWB[,696527,final_h
442444,442444,BW>[,696764,final_h
442762,442762,JRD[,697734,final_h
442773,442773,JRD[,697766,final_h
443130,443130,JRD[,698934,final_h
443277,443277,JY>[,699388,final_h
444486,444486,HLK[,702960,final_h
444522,444522,BW>[,703080,final_h
444624,444624,JY>[,703405,final_h
444648,444648,<BR[,703483,final_h
444651,444651,<BR[,703494,final_h
444663,444663,JY>[,703536,final_h
444670,444670,JRD[,703567,final_h
444724,444724,NWS[,703725,final_h
444741,444741,NWS[,703777,final_h
444753,444753,NWS[,703814,final_h
444794,444794,NWS[,703937,final_h
444798,444798,NWS[,703954,final_h
444955,444955,<LH[,704449,final_h
445015,445015,BW>[,704614,final_h
445022,445022,BW>[,704634,final_h
445026,445026,NS<[,704647,final_h
445037,445037,<LH[,704671,final_h
445048,445048,<LH[,704703,final_h
445062,445062,NS<[,704746,final_h
445069,445069,PNH[,704767,final_h
446064,446064,<LH[,707731,final_h
446137,446137,JRD[,707949,final_h
446282,446282,BW>[,708403,final_h
446918,446918,NWS[,710360,final_h
446920,446920,NWS[,710367,final_h
447364,447364,JY>[,711747,final_h
447612,447612,JRD[,712516,final_h
448174,448174,<LH[,714203,final_h
448207,448207,BW>[,714294,final_h
448578,448578,BW>[,715310,final_h
448708,448708,<BR[,715655,final_h
448897,448897,HLK[,716220,final_h
448928,448928,BW>[,716311,final_h
449271,449271,<LH[,717376,final_h
449323,449323,<LH[,717535,final_h
449416,449416,RWY[,717821,final_h
449533,449533,<LH[,718173,final_h
449879,449879,CWB[,719267,final_h
450181,450181,<BR[,720135,final_h
450184,450184,<LH[,720145,final_h
450186,450186,<BR[,720151,final_h
450216,450216,T>R[,720254,final_h
450317,450317,JY>[,720495,final_h
450358,450358,JRD[,720628,final_h
450383,450383,<LH[,720709,final_h
450463,450463,JY>[,720983,final_h
450476,450476,JRD[,721021,final_h
450548,450548,CWB[,721243,final_h
450591,450591,NWS[,721372,final_h
450617,450617,NWS[,721460,final_h
450970,450970,BW>[,722511,final_h
451400,451400,JY>[,723911,final_h
451401,451401,JY>[,723915,final_h
451478,451478,HLK[,724162,final_h
452006,452006,NWS[,725679,final_h
452036,452036,BW>[,725774,final_h
452162,452162,HLK[,726166,final_h
452178,452178,BW>[,726219,final_h
452251,452251,HLK[,726442,final_h
452390,452390,NWS[,726864,final_h
452546,452546,BW>[,727358,final_h
452656,452656,<BR[,727709,final_h
452823,452823,NPL[,728226,final_h
452843,452843,JRD[,728292,final_h
452862,452862,JRD[,728358,final_h
452863,452863,BW>[,728361,final_h
453057,453057,HLK[,728948,final_h
453338,453338,BW>[,729791,final_h
453382,453382,SWR[,729914,final_h
453391,453391,BW>[,729938,final_h
453656,453656,BW>[,730711,final_h
453803,453803,<LH[,731173,final_h
454849,454849,<LH[,734348,final_h
454932,454932,JY>[,734584,final_h
454996,454996,BW>[,734770,final_h
455598,455598,NPL[,736629,final_h
455674,455674,BW>[,736855,final_h
455774,455774,HLK[,737153,final_h
455862,455862,HLK[,737403,final_h
455988,455988,BW>[,737779,final_h
456437,456437,HLK[,739146,final_h
456674,456674,BW>[,739863,final_h
456981,456981,HLK[,740814,final_h
457143,457143,<LH[,741308,final_h
457474,457474,NPL[,742290,final_h
457658,457658,NPL[,742882,final_h
457949,457949,BW>[,743783,final_h
457952,457952,QBR[,743793,final_h
457964,457964,NPL[,743830,final_h
458394,458394,BRX[,745124,final_h
458947,458947,BW>[,746882,final_h
459165,459165,CKB[,747577,final_h
459245,459245,HLK[,747803,final_h
459436,459436,CKB[,748359,final_h
459479,459479,CLX[,748481,final_h
459604,459604,HLK[,748851,final_h
459708,459708,HLK[,749174,final_h
460052,460052,BW>[,750179,final_h
460094,460094,BW>[,750309,final_h
460102,460102,BW>[,750337,final_h
460373,460373,BW>[,751153,final_h
460492,460492,<BR[,751533,final_h
460586,460586,<BR[,751836,final_h
461038,461038,BW>[,753061,final_h
461040,461040,BW>[,753066,final_h
461571,461571,HLK[,754688,final_h
461616,461616,HLK[,754826,final_h
462583,462583,BW>[,757706,final_h
462589,462589,BW>[,757724,final_h
463050,463050,BW>[,759197,final_h
463093,463093,HLK[,759331,final_h
463274,463274,BW>[,759846,final_h
463296,463296,BW>[,759920,final_h
463592,463592,PNH[,760849,final_h
463613,463613,HLK[,760906,final_h
463619,463619,HLK[,760921,final_h
463935,463935,GHR[,761795,final_h
463960,463960,HLK[,761855,final_h
464231,464231,<LH[,762607,final_h
464252,464252,NWS[,762675,final_h
464340,464340,BW>[,762930,final_h
464716,464716,HLK[,764000,final_h
465180,465180,SWR[,765333,final_h
465191,465191,SWR[,765362,final_h
465193,465193,BW>[,765368,final_h
465195,465195,CKB[,765374,final_h
465313,465313,BW>[,765689,final_h
465344,465344,CWB[,765777,final_h
465571,465571,BW>[,766411,final_h
466006,466006,<BR[,767615,final_h
466043,466043,BW>[,767734,final_h
466069,466069,BW>[,767797,final_h
466118,466118,HLK[,767937,final_h
466209,466209,BW>[,768172,final_h
466304,466304,NPL[,768434,final_h
466776,466776,CWB[,769864,final_h
466788,466788,NWS[,769909,final_h
