,clause,verb,phrase,cmpl_type
457562,457562,>MR[,742576,>L
457565,457565,>MR[,742586,>L
457583,457583,HLK[,742649,>L
457585,457585,>MR[,742656,>L
457590,457590,BW>[,742671,>L
457594,457594,>MR[,742684,>L
457595,457595,>MR[,742688,>L
457612,457612,>MR[,742738,>L
457619,457619,>MR[,742757,>L
457632,457632,>MR[,742790,>L
457662,457662,BW>[,742899,>L
457665,457665,>MR[,742907,>L
457682,457682,JCB[,742959,>L
457700,457700,>MR[,743014,>L
457708,457708,CWB[,743043,>L
457719,457719,QR>[,743084,>L
457720,457720,>MR[,743087,>L
457733,457733,>MR[,743128,>L
457740,457740,>MR[,743152,>L
457754,457754,CWB[,743188,>L
457758,457758,PCV[,743202,>L
457766,457766,BW>[,743226,>L
457781,457781,>MR[,743270,>L
457807,457807,CWB[,743346,>L
457822,457822,>MR[,743391,>L
457850,457850,BW>[,743476,>L
457882,457882,BW>[,743572,>L
457906,457906,KBD[,743648,>L
457944,457944,CM<[,743765,>L
457968,457968,>MR[,743841,>L
457970,457970,>MR[,743846,>L
457978,457978,>MR[,743873,>L
457989,457989,QR>[,743907,>L
457994,457994,>MR[,743918,>L
457996,457996,>MR[,743923,>L
458018,458018,>MR[,743982,>L
458023,458023,>MR[,743994,>L
458033,458033,>MR[,744018,>L
458062,458062,BKH[,744096,>L
458077,458077,>MR[,744144,>L
458095,458095,>MR[,744191,>L
458123,458123,>MR[,744284,>L
458157,458157,>MR[,744386,>L
458180,458180,QR>[,744456,>L
458229,458229,>MR[,744616,>L
458230,458230,BW>[,744619,>L
458272,458272,>MR[,744745,>L
458281,458281,>MR[,744767,>L
458292,458292,>MR[,744805,>L
458311,458311,BW>[,744860,>L
458314,458314,BW>[,744869,>L
458317,458317,BW>[,744877,>L
458344,458344,>MR[,744967,>L
458352,458352,BKH[,744992,>L
458378,458378,>MR[,745070,>L
458408,458408,BW>[,745161,>L
458422,458422,>MR[,745205,>L
458483,458483,BW>[,745395,>L
458507,458507,JRD[,745478,>L
458512,458512,<LH[,745492,>L
458514,458514,>MR[,745499,>L
458557,458557,CLX[,745637,>L
458568,458568,BW>[,745679,>L
458610,458610,>MR[,745824,>L
458625,458625,>MR[,745872,>L
458629,458629,>MR[,745885,>L
458638,458638,>MR[,745905,>L
458817,458817,>MR[,746474,>L
458824,458824,>MR[,746496,>L
458829,458829,>MR[,746509,>L
458833,458833,BW>[,746522,>L
458848,458848,PNH[,746566,>L
458850,458850,QR>[,746572,>L
458851,458851,>MR[,746575,>L
458860,458860,>MR[,746607,>L
458879,458879,>MR[,746677,>L
458978,458978,BW>[,746980,>L
458981,458981,CWB[,746990,>L
458987,458987,CLX[,747006,>L
458990,458990,BW>[,747018,>L
458998,458998,JRD[,747048,>L
459001,459001,JRD[,747056,>L
459002,459002,>MR[,747060,>L
459004,459004,JRD[,747069,>L
459005,459005,>MR[,747073,>L
459008,459008,BW>[,747084,>L
459014,459014,>MR[,747098,>L
459024,459024,JRD[,747128,>L
459035,459035,CMR[,747160,>L
459066,459066,>MR[,747250,>L
459073,459073,>MR[,747277,>L
459074,459074,>MR[,747280,>L
459091,459091,BW>[,747336,>L
459115,459115,>MR[,747407,>L
459122,459122,>MR[,747430,>L
459149,459149,>MR[,747524,>L
459151,459151,>MR[,747530,>L
459157,459157,HLK[,747551,>L
459180,459180,>MR[,747621,>L
459187,459187,>MR[,747642,>L
459197,459197,BW>[,747667,>L
459201,459201,>MR[,747679,>L
459223,459223,CWB[,747733,>L
459225,459225,BW>[,747740,>L
459282,459282,>MR[,747916,>L
459292,459292,>MR[,747944,>L
459313,459313,>MR[,748008,>L
459372,459372,>MR[,748170,>L
459390,459390,BW>[,748230,>L
459394,459394,>MR[,748244,>L
459414,459414,>MR[,748300,>L
459430,459430,BW>[,748341,>L
459456,459456,>MR[,748418,>L
459468,459468,HLK[,748447,>L
459474,459474,JY>[,748466,>L
459481,459481,>MR[,748488,>L
459487,459487,BW>[,748508,>L
459490,459490,>MR[,748521,>L
459516,459516,>MR[,748592,>L
459519,459519,>MR[,748602,>L
459568,459568,>MR[,748748,>L
459591,459591,>MR[,748813,>L
459595,459595,NPL[,748825,final_h
459607,459607,SBB[,748860,>L
459609,459609,SBB[,748868,>L
459625,459625,CLX[,748926,>L
459628,459628,BW>[,748934,>L
459632,459632,>MR[,748945,>L
459641,459641,>MR[,748971,>L
459644,459644,>MR[,748982,>L
459645,459645,CLX[,748985,>L
459657,459657,BW>[,749016,>L
459659,459659,QR>[,749022,>L
459660,459660,BW>[,749025,>L
459671,459671,BW>[,749061,>L
459672,459672,QR>[,749066,>L
459677,459677,>MR[,749078,>L
459693,459693,BW>[,749128,>L
459696,459696,>MR[,749139,>L
459723,459723,BW>[,749220,>L
459737,459737,>MR[,749257,>L
459749,459749,>MR[,749296,>L
459772,459772,>MR[,749359,>L
459798,459798,>MR[,749430,>L
459856,459856,>MR[,749600,>L
459867,459867,>MR[,749627,>L
459895,459895,>MR[,749707,>L
459907,459907,>MR[,749740,>L
459928,459928,BW>[,749811,>L
459929,459929,>MR[,749815,>L
459932,459932,>MR[,749823,>L
459935,459935,>MR[,749833,>L
459946,459946,>MR[,749861,>L
459949,459949,>MR[,749870,>L
459950,459950,BW>[,749872,>L
459958,459958,BW>[,749896,>L
459963,459963,>MR[,749913,>L
459984,459984,BW>[,749971,>L
459985,459985,>MR[,749975,>L
459991,459991,>MR[,749990,>L
460034,460034,>MR[,750128,>L
460076,460076,>MR[,750253,>L
460099,460099,BW>[,750328,>L
460117,460117,>MR[,750378,>L
460130,460130,>MR[,750417,>L
460133,460133,<MD[,750426,>L
460169,460169,>MR[,750544,>L
460219,460219,>MR[,750710,>L
460233,460233,HLK[,750751,>L
460245,460245,QR>[,750786,>L
460254,460254,BW>[,750811,>L
460256,460256,>MR[,750818,>L
460279,460279,>MR[,750882,>L
460352,460352,CLX[,751088,>L
460369,460369,CLX[,751141,>L
460391,460391,>MR[,751200,>L
460396,460396,FJM[,751219,>L
460414,460414,>MR[,751272,>L
460446,460446,Z<Q[,751371,>L
460451,460451,>MR[,751387,>L
460453,460453,BW>[,751394,>L
460461,460461,>MR[,751423,>L
460464,460464,>MR[,751435,>L
460496,460496,>MR[,751549,>L
460529,460529,BW>[,751660,>L
460533,460533,>MR[,751672,>L
460540,460540,>MR[,751694,>L
460600,460600,>MR[,751871,>L
460603,460603,QRB[,751879,>L
460633,460633,>MR[,751952,>L
460635,460635,BW>[,751961,>L
460655,460655,>MR[,752025,>L
460663,460663,>MR[,752046,>L
460674,460674,>MR[,752077,>L
460761,460761,QR>[,752352,>L
460923,460923,DBQ[,752775,>L
460976,460976,JRD[,752935,>L
460982,460982,BW>[,752953,>L
461022,461022,>MR[,753010,>L
461027,461027,>MR[,753025,>L
461032,461032,XZQ[,753043,>L
461043,461043,JY>[,753075,>L
461052,461052,>MR[,753107,>L
461068,461068,BW>[,753150,>L
461078,461078,>MR[,753187,>L
461093,461093,>MR[,753238,>L
461102,461102,BW>[,753263,>L
461115,461115,BW>[,753302,>L
461120,461120,>MR[,753319,>L
461128,461128,>MR[,753341,>L
461130,461130,>MR[,753347,>L
461174,461174,>MR[,753499,>L
461184,461184,BW>[,753523,>L
461185,461185,>MR[,753526,>L
461399,461399,QRB[,754169,>L
461423,461423,BW>[,754245,>L
461444,461444,>MR[,754297,>L
461453,461453,BW>[,754324,>L
461506,461506,NWS[,754492,>L
461509,461509,NWS[,754502,>L
461515,461515,BW>[,754517,>L
461516,461516,>MR[,754520,>L
461565,461565,BRX[,754672,>L
461580,461580,>MR[,754716,>L
461588,461588,>MR[,754737,>L
461593,461593,>MR[,754752,>L
461649,461649,>MR[,754922,>L
461676,461676,BW>[,755014,>L
461727,461727,>MR[,755161,>L
461832,461832,CLX[,755451,>L
461866,461866,CLX[,755547,>L
461869,461869,CLX[,755552,>L
461873,461873,CLX[,755569,>L
462065,462065,BW>[,756159,>L
462249,462249,>MR[,756706,>L
462298,462298,PNH[,756850,>L
462300,462300,CM<[,756853,>L
462306,462306,CM<[,756871,>L
462308,462308,CM<[,756878,>L
462310,462310,CM<[,756885,>L
462326,462326,CWB[,756931,>L
462376,462376,QR>[,757079,>L
462403,462403,CWB[,757159,>L
462486,462486,>MR[,757403,>L
462591,462591,BW>[,757731,>L
462601,462601,>MR[,757770,>L
462679,462679,>MR[,758035,>L
462744,462744,>MR[,758264,>L
462746,462746,HLK[,758268,>L
462750,462750,HLK[,758282,>L
462859,462859,>MR[,758626,>L
462861,462861,CWB[,758632,>L
462881,462881,>MR[,758690,>L
462903,462903,BW>[,758758,>L
462906,462906,CWB[,758765,>L
462916,462916,CM<[,758802,>L
462921,462921,CM<[,758820,>L
462956,462956,>MR[,758918,>L
462975,462975,CWB[,758974,>L
462977,462977,CWB[,758979,>L
462980,462980,>MR[,758988,>L
463042,463042,>MR[,759169,>L
463045,463045,CWB[,759179,>L
463047,463047,CWB[,759187,>L
463053,463053,>MR[,759207,>L
463080,463080,>MR[,759296,>L
463087,463087,>MR[,759316,>L
463092,463092,>MR[,759328,>L
463122,463122,QR>[,759419,>L
463135,463135,BW>[,759459,>L
463176,463176,BW>[,759578,>L
463184,463184,>MR[,759597,>L
463213,463213,BW>[,759682,>L
463223,463223,>MR[,759713,>L
463278,463278,BW>[,759862,>L
463400,463400,CM<[,760266,>L
463518,463518,BW>[,760630,>L
463584,463584,>MR[,760827,>L
463620,463620,BW>[,760924,>L
463623,463623,QR>[,760933,>L
463629,463629,QR>[,760948,>L
463641,463641,>MR[,760981,>L
463663,463663,>MR[,761054,>L
463666,463666,BW>[,761059,>L
463669,463669,>MR[,761067,>L
463675,463675,QR>[,761086,>L
463682,463682,QR>[,761105,>L
463695,463695,>MR[,761143,>L
463708,463708,QR>[,761180,>L
463717,463717,>MR[,761208,>L
463718,463718,HLK[,761211,>L
463788,463788,>MR[,761391,>L
463804,463804,NGC[,761435,>L
463812,463812,>MR[,761461,>L
463870,463870,NGC[,761626,>L
463871,463871,NGC[,761630,>L
463934,463934,<LH[,761792,>L
463937,463937,>MR[,761802,>L
463952,463952,>MR[,761832,>L
463975,463975,HLK[,761903,>L
464012,464012,BW>[,761998,>L
464056,464056,>MR[,762122,>L
464077,464077,<BR[,762185,>L
464118,464118,CLX[,762289,>L
464133,464133,>MR[,762333,>L
464139,464139,CLX[,762348,>L
464144,464144,CLX[,762364,>L
464159,464159,>MR[,762401,>L
464205,464205,NGC[,762528,>L
464213,464213,>MR[,762548,>L
464239,464239,>MR[,762631,>L
464256,464256,BW>[,762687,>L
464257,464257,>MR[,762691,>L
464263,464263,JY>[,762710,>L
464267,464267,BW>[,762723,>L
464283,464283,JY>[,762756,>L
464285,464285,>MR[,762763,>L
464293,464293,>MR[,762792,>L
464313,464313,Y<Q[,762849,>L
464327,464327,>MR[,762887,>L
464334,464334,>MR[,762908,>L
464353,464353,>MR[,762971,>L
464356,464356,BW>[,762981,>L
464364,464364,BW>[,763006,>L
464376,464376,>MR[,763047,>L
464400,464400,CLX[,763113,>L
464402,464402,CLX[,763120,>L
464413,464413,CLX[,763152,>L
464421,464421,>MR[,763170,>L
464432,464432,JRD[,763196,>L
464453,464453,>MR[,763245,>L
464504,464504,JRD[,763384,>L
464505,464505,>MR[,763388,>L
464510,464510,>MR[,763402,>L
464512,464512,>MR[,763411,>L
464516,464516,>MR[,763421,>L
464519,464519,>MR[,763433,>L
464528,464528,>MR[,763461,>L
464537,464537,QR>[,763488,>L
464564,464564,>MR[,763563,>L
464566,464566,BW>[,763568,>L
464567,464567,>MR[,763572,>L
464569,464569,HLK[,763576,>L
464571,464571,>MR[,763582,>L
464575,464575,>MR[,763592,>L
464586,464586,>MR[,763627,>L
464587,464587,>MR[,763631,>L
464605,464605,>MR[,763684,>L
464642,464642,>MR[,763783,>L
464673,464673,JYQ[,763875,>L
464719,464719,>MR[,764012,>L
464740,464740,>MR[,764084,>L
464759,464759,CWB[,764132,>L
464760,464760,>MR[,764135,>L
464762,464762,>MR[,764140,>L
464765,464765,>MR[,764146,>L
464767,464767,CWB[,764149,>L
464784,464784,>MR[,764193,>L
464790,464790,<LH[,764209,>L
464834,464834,JRD[,764334,>L
464856,464856,>MR[,764403,>L
464864,464864,JY>[,764429,>L
464866,464866,>MR[,764432,>L
464881,464881,NGC[,764475,>L
464883,464883,>MR[,764478,>L
464907,464907,>MR[,764548,>L
464952,464952,>MR[,764669,>L
464967,464967,CWB[,764708,>L
464969,464969,>MR[,764715,>L
464970,464970,>MR[,764719,>L
464972,464972,>MR[,764725,>L
464980,464980,LQX[,764750,>L
464981,464981,JY>[,764753,>L
465022,465022,CLX[,764881,>L
465025,465025,HLK[,764889,>L
465053,465053,JRD[,764962,>L
465054,465054,>MR[,764967,>L
465056,465056,HLK[,764971,>L
465107,465107,BW>[,765121,>L
465133,465133,Y<Q[,765203,>L
465140,465140,>MR[,765224,>L
465161,465161,>MR[,765283,>L
465163,465163,>MR[,765290,>L
465174,465174,<BR[,765320,>L
465182,465182,>MR[,765338,>L
465194,465194,SWR[,765371,>L
465196,465196,>MR[,765377,>L
465201,465201,>MR[,765391,>L
465231,465231,>MR[,765471,>L
465234,465234,>MR[,765476,>L
465244,465244,QR>[,765502,>L
465256,465256,>MR[,765534,>L
465266,465266,>MR[,765559,>L
465332,465332,QR>[,765747,>L
465334,465334,QR>[,765751,>L
465336,465336,BW>[,765756,>L
465350,465350,JY>[,765797,>L
465398,465398,>MR[,765929,>L
465416,465416,BW>[,765974,>L
465434,465434,CLX[,766025,>L
465437,465437,BW>[,766032,>L
465451,465451,>MR[,766072,>L
465468,465468,>MR[,766123,>L
465475,465475,CWB[,766142,>L
465531,465531,NTN[,766298,>L
465533,465533,BW>[,766304,>L
465539,465539,<MD[,766321,>L
465540,465540,>MR[,766324,>L
465545,465545,>MR[,766336,>L
465555,465555,>MR[,766365,>L
465575,465575,NPL[,766423,>L
465594,465594,CLX[,766473,>L
465599,465599,CLX[,766485,>L
465606,465606,QR>[,766506,>L
465607,465607,>MR[,766509,>L
465633,465633,>MR[,766574,>L
465649,465649,JRD[,766614,>L
465654,465654,>MR[,766631,>L
465670,465670,>MR[,766676,>L
465682,465682,HLK[,766702,>L
465687,465687,HLK[,766715,>L
465700,465700,Y<Q[,766757,>L
465711,465711,>MR[,766780,>L
465717,465717,>MR[,766797,>L
465734,465734,BW>[,766855,>L
465735,465735,>MR[,766859,>L
465779,465779,NPL[,766976,>L
465785,465785,BW>[,766989,>L
465799,465799,BW>[,767034,>L
465806,465806,BW>[,767051,>L
465823,465823,QR>[,767090,>L
465826,465826,BW>[,767096,>L
465834,465834,>MR[,767121,>L
465844,465844,BW>[,767146,>L
465876,465876,JRD[,767239,>L
465900,465900,BW>[,767312,>L
465935,465935,>MR[,767416,>L
465952,465952,>MR[,767458,>L
465978,465978,BW>[,767529,>L
466085,466085,JY>[,767847,>L
466088,466088,BW>[,767856,>L
466089,466089,>MR[,767859,>L
466095,466095,>MR[,767873,>L
466140,466140,SBB[,767990,>L
466146,466146,BW>[,768006,>L
466152,466152,SBB[,768019,>L
466176,466176,>MR[,768077,>L
466183,466183,>MR[,768098,>L
466226,466226,NZH[,768216,>L
466255,466255,BW>[,768292,>L
466265,466265,CLX[,768331,>L
466272,466272,>MR[,768339,>L
466284,466284,BW>[,768375,>L
466298,466298,>MR[,768415,>L
466330,466330,>MR[,768509,>L
466349,466349,>MR[,768565,>L
466409,466409,>MR[,768735,>L
466479,466479,BW>[,768935,>L
466504,466504,>MR[,769014,>L
466539,466539,>MR[,769129,>L
466551,466551,>MR[,769169,>L
466619,466619,CM<[,769390,>L
466655,466655,JRD[,769512,>L
466706,466706,PNH[,769650,>L
466748,466748,CLX[,769783,>L
466750,466750,CLX[,769789,>L
466973,466973,CM<[,770492,>L
466974,466974,<LH[,770497,>L
467063,467063,CLX[,770800,>L
467251,467251,QR>[,771406,>L
467252,467252,JY>[,771409,>L
467254,467254,>MR[,771415,>L
467255,467255,>MR[,771419,>L
467271,467271,>MR[,771460,>L
467272,467272,BVX[,771461,>L
467287,467287,>MR[,771508,>L
467290,467290,>MR[,771516,>L
467295,467295,>MR[,771534,>L
467315,467315,CM<[,771597,>L
467318,467318,JY>[,771607,>L
467326,467326,CM<[,771632,>L
467343,467343,BW>[,771683,>L
467354,467354,>MR[,771712,>L
467366,467366,BW>[,771750,>L
467368,467368,>MR[,771757,>L
467382,467382,CM<[,771799,>L
467389,467389,>MR[,771814,>L
467433,467433,CLX[,771930,>L
467492,467492,>MR[,772090,>L
467493,467493,BW>[,772093,>L
467499,467499,BW>[,772114,>L
467501,467501,GNN[,772120,>L
467520,467520,BW>[,772173,>L
467521,467521,>MR[,772177,>L
467539,467539,>MR[,772226,>L
467554,467554,>MR[,772268,>L
467569,467569,QR>[,772313,>L
467580,467580,BW>[,772354,>L
467581,467581,>MR[,772357,>L
467593,467593,>MR[,772392,>L
467605,467605,>MR[,772429,>L
467646,467646,>MR[,772549,>L
467732,467732,<LH[,772807,>L
467750,467750,BW>[,772867,>L
467773,467773,HLK[,772937,>L
467777,467777,>MR[,772949,>L
467792,467792,>MR[,772992,>L
467892,467892,>MR[,773295,>L
467925,467925,CWB[,773401,>L
427613,427613,MCL[,651729,B
427650,427650,RDH[,651834,B
427661,427661,RDH[,651867,B
427765,427765,DBQ[,652180,B
427780,427780,NG<[,652227,B
427843,427843,MCL[,652406,B
427902,427902,MCL[,652590,B
427939,427939,JCB[,652697,B
427976,427976,QR>[,652817,B
428066,428066,DWN[,653103,B
428243,428243,CRY[,653699,B
428347,428347,CKN[,654014,B
428538,428538,QR>[,654618,B
428593,428593,QR>[,654797,B
428621,428621,JCB[,654891,B
428622,428622,JCB[,654895,B
428643,428643,JCB[,654957,B
428810,428810,JCB[,655444,B
428915,428915,>MR[,655781,B
429119,429119,LJN[,656367,B
429120,429120,PYR[,656371,B
429144,429144,BW>[,656449,B
429152,429152,PYR[,656468,B
429193,429193,<MD[,656586,B
429239,429239,JCB[,656727,B
429241,429241,JCB[,656735,B
429244,429244,JCB[,656742,B
429245,429245,JCB[,656745,B
429282,429282,GWR[,656863,B
429351,429351,JCB[,657075,B
429394,429394,R<<[,657220,B
429396,429396,R<<[,657228,B
429397,429397,CM<[,657236,B
429410,429410,T<H[,657269,B
429416,429416,R>H[,657289,B
429439,429439,JCB[,657356,B
429441,429441,JCB[,657362,B
429453,429453,GWR[,657400,B
429480,429480,QR>[,657495,B
429481,429481,GWR[,657499,B
429569,429569,CM<[,657766,B
429573,429573,JCB[,657780,B
429614,429614,PG<[,657892,B
429661,429661,BW>[,658025,B
429717,429717,JD<[,658203,B
429797,429797,<MD[,658410,B
429942,429942,FWX[,658823,B
430080,430080,CKN[,659238,B
430082,430082,GWR[,659243,B
430091,430091,CM<[,659274,B
430093,430093,JCB[,659281,B
430123,430123,ZR<[,659370,B
430139,430139,XNH[,659422,B
430147,430147,XPR=[,659450,B
430173,430173,QR>[,659533,B
430250,430250,CM<[,659756,B
430269,430269,CM<[,659817,B
430419,430419,>MR[,660217,B
430430,430430,CM<[,660244,B
430442,430442,QWY[,660280,B
430478,430478,PG<[,660402,B
430483,430483,CKB[,660417,B
430621,430621,<BD[,660830,B
430639,430639,<BD[,660891,B
430664,430664,R>H[,660978,B
430693,430693,XRH[,661069,B
430708,430708,CM<[,661116,B
430810,430810,<BR[,661438,B
430813,430813,<NH[,661448,B
430823,430823,NTN[,661478,B
430888,430888,R>H[,661688,B
430949,430949,TQ<[,661879,B
430985,430985,BW>[,661978,B
430988,430988,BW>[,661987,B
430995,430995,XRH[,662010,B
431002,431002,RJB[,662030,B
431090,431090,PG<[,662298,B
431142,431142,NTN[,662449,B
431185,431185,NG<[,662569,B
431217,431217,NG<[,662659,B
431269,431269,PYR[,662805,B
431306,431306,R>H[,662921,B
431311,431311,DBQ[,662937,B
431334,431334,XCQ[,663004,B
431372,431372,JVB[,663123,B
431375,431375,XPY[,663132,B
431382,431382,JCB[,663151,B
431517,431517,CKN[,663556,B
431553,431553,JCB[,663671,B
431609,431609,MLK[,663804,B
431611,431611,MLK[,663810,B
431638,431638,JCB[,663896,B
431665,431665,MCL[,663992,B
431674,431674,G<R[,664023,B
431838,431838,R<<[,664494,B
431859,431859,JCB[,664557,B
432149,432149,R<H[,665423,B
432206,432206,R<H[,665597,B
432216,432216,R>H[,665630,B
432266,432266,JVB[,665781,B
432297,432297,<BR[,665890,B
432442,432442,XV>[,666301,B
432527,432527,HLK[,666546,B
432721,432721,CTH[,667107,B
432732,432732,MY>[,667137,B
432786,432786,XRH[,667293,B
432853,432853,R>H[,667489,B
432879,432879,XRH[,667568,B
432900,432900,JCB[,667634,B
432923,432923,JVB[,667704,B
432953,432953,RGZ[,667796,B
433072,433072,JCB[,668140,B
433088,433088,GWR[,668184,B
433094,433094,JCB[,668201,B
433101,433101,JCB[,668217,B
433183,433183,JCB[,668504,B
433282,433282,R<<[,668810,B
433331,433331,BW>[,668935,B
433332,433332,JXD[,668939,B
433397,433397,JCB[,669097,B
433524,433524,JCB[,669466,B
433539,433539,JFM[,669520,B
433576,433576,<BD[,669628,B
433623,433623,FJM[,669773,B
433662,433662,R>H[,669889,B
433687,433687,JCB[,669958,B
433821,433821,HLK[,670341,B
433842,433842,CM<[,670406,B
433856,433856,>XZ[,670444,B
433904,433904,XRH[,670590,B
433948,433948,FJM[,670720,B
434001,434001,CM<[,670870,B
434034,434034,<FH[,670963,B
434035,434035,C<H[,670967,B
434111,434111,GWR[,671178,B
434308,434308,BW>[,671779,B
434309,434309,<LH[,671781,B
434317,434317,<FH[,671813,B
434571,434571,FJM[,672611,B
434764,434764,FRP[,673219,B
434772,434772,<BR[,673241,B
434811,434811,VBL[,673387,B
434898,434898,>KL[,673641,B
434901,434901,>KL[,673650,B
434902,434902,>KL[,673654,B
434913,434913,>KL[,673693,B
434992,434992,XNH[,673953,B
435116,435116,HLK[,674349,B
435122,435122,<FH[,674375,B
435142,435142,JRD[,674426,B
435164,435164,YLL[,674472,B
435184,435184,DMM[,674513,B
435197,435197,BW>[,674543,B
435208,435208,HLK[,674587,B
435231,435231,FJM[,674655,B
435253,435253,HLK[,674729,B
435407,435407,XNH[,675165,B
435466,435466,TMK[,675345,B
435474,435474,FJM[,675372,B
435553,435553,CM<[,675619,B
435560,435560,HLK[,675643,B
435601,435601,CM<[,675780,B
435632,435632,<LH[,675884,B
435633,435633,NG<[,675887,B
435636,435636,NG<[,675896,B
435643,435643,<LH[,675914,B
435680,435680,PRY[,676025,B
435694,435694,PRY[,676062,B
435796,435796,R<<[,676388,B
435963,435963,BW>[,676895,B
435996,435996,CKB[,677000,B
436074,436074,CM<[,677248,B
436078,436078,CM<[,677262,B
436098,436098,BW>[,677324,B
436112,436112,JCB[,677375,B
436178,436178,BW>[,677589,B
436195,436195,CKN[,677634,B
436871,436871,CBT[,679767,B
436936,436936,XRH[,679935,B
436941,436941,XRH[,679952,B
436986,436986,FRP[,680074,B
437014,437014,<MD[,680158,B
437024,437024,CWB[,680183,B
437157,437157,QR>[,680570,B
437196,437196,QR>[,680696,B
437387,437387,NTN[,681256,B
437434,437434,<FH[,681396,B
437484,437484,BRX[,681557,B
438105,438105,XV>[,683524,B
438158,438158,NG<[,683710,B
438162,438162,NG<[,683722,B
438163,438163,VM>[,683725,B
438254,438254,XV>[,684014,B
438316,438316,NG<[,684198,B
438348,438348,NG<[,684275,B
438431,438431,NG<[,684502,B
438441,438441,NG<[,684530,B
438590,438590,FRP[,685019,B
438758,438758,JVB[,685556,B
438760,438760,JVB[,685562,B
438792,438792,NG<[,685648,B
438944,438944,JCB[,686069,B
438945,438945,NG<[,686070,B
438981,438981,<MD[,686198,B
438982,438982,PFH[,686202,B
438987,438987,PFH[,686222,B
438992,438992,PFH[,686238,B
438997,438997,PFH[,686253,B
439110,439110,PFH[,686614,B
439116,439116,PFH[,686634,B
439119,439119,PFH[,686643,B
439122,439122,<MD[,686652,B
439123,439123,YMX[,686658,B
439173,439173,PFH[,686793,B
439183,439183,PFH[,686823,B
439234,439234,RXY[,686972,B
439335,439335,PFH[,687320,B
439348,439348,PRX[,687363,B
439354,439354,PFH[,687380,B
439368,439368,PFH[,687425,B
439403,439403,NG<[,687528,B
439404,439404,RXY[,687533,B
439409,439409,RXY[,687549,B
439413,439413,RXY[,687561,B
439415,439415,RQQ[,687569,B
439417,439417,RXY[,687575,B
439426,439426,RXY[,687604,B
439429,439429,NG<[,687612,B
439432,439432,RXY[,687624,B
439435,439435,NG<[,687632,B
439459,439459,RXY[,687719,B
439473,439473,RXY[,687764,B
439478,439478,RXY[,687780,B
439502,439502,RXY[,687860,B
439518,439518,VM>[,687919,B
439537,439537,XGR[,687975,B
439538,439538,YNP[,687978,B
439676,439676,GWR[,688434,B
439715,439715,RXY[,688543,B
439727,439727,JCB[,688575,B
439730,439730,HLK[,688588,B
439733,439733,HLK[,688597,B
439737,439737,XJH[,688609,B
439779,439779,VM>[,688716,B
439787,439787,VM>[,688742,B
439868,439868,HLK[,688986,B
439923,439923,VM>[,689164,B
440041,440041,JCB[,689507,B
440042,440042,HLK[,689511,B
440045,440045,QWY[,689521,B
440161,440161,>KL[,689861,B
440170,440170,NG<[,689880,B
440174,440174,NG<[,689891,B
440183,440183,VM>[,689919,B
440187,440187,MWT[,689932,B
440195,440195,>KL[,689955,B
440197,440197,>KL[,689960,B
440200,440200,>KL[,689967,B
440205,440205,>KL[,689989,B
440388,440388,JCB[,690539,B
440389,440389,JCB[,690544,B
440417,440417,JY>[,690641,B
440438,440438,RGM[,690700,B
440561,440561,JY>[,691090,B
440574,440574,JY>[,691129,B
440578,440578,JY>[,691142,B
440582,440582,JY>[,691156,B
440612,440612,RDH[,691257,B
440628,440628,<BD[,691298,B
440630,440630,RDH[,691305,B
440653,440653,JY>[,691381,B
440666,440666,HLK[,691422,B
440675,440675,JCB[,691458,B
440680,440680,<BR[,691476,B
440704,440704,M>S[,691566,B
440716,440716,RDH[,691606,B
440779,440779,CBT[,691835,B
440791,440791,>BD[,691875,B
440797,440797,M<L[,691896,B
440812,440812,M>S[,691946,B
440914,440914,PDH[,692293,B
441438,441438,BW>[,693775,B
441446,441446,BW>[,693799,B
441457,441457,BW>[,693841,B
441590,441590,NF>[,694252,B
441929,441929,TQ<[,695196,B
441931,441931,TQ<[,695204,B
441943,441943,TQ<[,695241,B
441951,441951,TQ<[,695267,B
441957,441957,CKN[,695289,B
442023,442023,B<R[,695482,B
442024,442024,>KL[,695486,B
442029,442029,B<R[,695504,B
442046,442046,VXN[,695551,B
442047,442047,DWK[,695554,B
442057,442057,R<<[,695587,B
442080,442080,R>H[,695664,B
442092,442092,NF>[,695703,B
442097,442097,BKH[,695719,B
442135,442135,JRD[,695833,B
442175,442175,XRH[,695953,B
442211,442211,XRH[,696068,B
442231,442231,JRQ[,696131,B
442239,442239,XNH[,696160,B
442300,442300,<LH[,696321,B
442343,442343,<BR[,696454,B
442374,442374,<BR[,696547,B
442377,442377,XPY[,696555,B
442394,442394,<FH[,696613,B
442436,442436,CM<[,696739,B
442471,442471,M>S[,696841,B
442665,442665,BXR[,697449,B
442743,442743,NG<[,697676,B
442751,442751,JD<[,697696,B
442851,442851,BXR[,698008,B
442951,442951,NXL[,698321,B
443050,443050,NG<[,698662,B
443054,443054,VBL[,698679,B
443061,443061,RXY[,698704,B
443075,443075,NG<[,698746,B
443079,443079,JCB[,698763,B
443131,443131,JCB[,698937,B
443138,443138,<BR[,698961,B
443139,443139,<BR[,698964,B
443145,443145,<BR[,698983,B
443149,443149,<LH[,698992,B
443153,443153,<BR[,699005,B
443160,443160,<BR[,699022,B
443195,443195,CM<[,699147,B
443201,443201,QYR[,699167,B
443207,443207,QWY[,699186,B
